case;event;time;org:resource_Event;AMOUNT_REQ_Trace
6017;3;09.01.2012-09:21:15;37;0.06000060000600006
6017;0;09.01.2012-13:50:13;10;0.06000060000600006
6017;0;09.01.2012-17:37:18;36;0.06000060000600006
6017;0;10.01.2012-09:30:45;44;0.06000060000600006
6017;1;18.01.2012-09:54:37;33;0.06000060000600006
6017;1;18.01.2012-10:45:08;8;0.06000060000600006
6017;1;18.01.2012-11:47:12;16;0.06000060000600006
6017;2;20.01.2012-10:35:45;12;0.06000060000600006
6017;4;20.01.2012-10:51:39;36;0.06000060000600006
6017;4;20.01.2012-16:37:38;33;0.06000060000600006
6017;2;23.01.2012-07:03:09;12;0.06000060000600006
6018;3;09.01.2012-09:28:12;37;0.11000110001100011
6018;0;09.01.2012-13:50:33;10;0.11000110001100011
6018;0;09.01.2012-17:38:58;36;0.11000110001100011
6018;0;23.01.2012-12:23:46;14;0.11000110001100011
6018;0;07.02.2012-08:12:24;9;0.11000110001100011
6018;0;08.02.2012-08:15:08;9;0.11000110001100011
6019;3;09.01.2012-09:49:49;37;0.4500045000450005
6019;3;09.01.2012-10:35:00;37;0.4500045000450005
6019;3;09.01.2012-10:39:50;37;0.4500045000450005
6019;0;09.01.2012-13:51:11;10;0.4500045000450005
6019;0;09.01.2012-17:50:54;36;0.4500045000450005
6019;0;09.01.2012-19:30:47;32;0.4500045000450005
6019;0;09.01.2012-19:31:59;32;0.4500045000450005
6020;3;09.01.2012-09:42:33;37;0.17500175001750018
6021;0;09.01.2012-09:16:52;10;0.15000150001500015
6021;1;17.01.2012-14:18:07;11;0.15000150001500015
6021;1;23.01.2012-13:19:16;15;0.15000150001500015
6021;1;26.01.2012-14:08:21;33;0.15000150001500015
6021;1;26.01.2012-19:00:06;15;0.15000150001500015
6021;1;28.01.2012-14:23:45;13;0.15000150001500015
6021;1;30.01.2012-15:42:48;6;0.15000150001500015
6021;1;31.01.2012-13:28:05;20;0.15000150001500015
6021;1;31.01.2012-13:29:17;20;0.15000150001500015
6021;1;20.02.2012-13:51:56;53;0.15000150001500015
6021;1;20.02.2012-14:34:06;53;0.15000150001500015
6021;1;22.02.2012-19:29:35;32;0.15000150001500015
6021;1;22.02.2012-19:30:34;32;0.15000150001500015
6022;0;09.01.2012-09:30:57;10;0.1000010000100001
6022;0;09.01.2012-17:10:47;26;0.1000010000100001
6022;0;10.01.2012-17:32:28;26;0.1000010000100001
6023;0;09.01.2012-09:35:47;10;0.05000050000500005
6023;0;09.01.2012-10:01:00;10;0.05000050000500005
6023;0;09.01.2012-15:29:48;47;0.05000050000500005
6023;1;16.01.2012-08:28:10;35;0.05000050000500005
6023;1;16.01.2012-08:30:09;35;0.05000050000500005
6023;1;19.01.2012-15:13:49;1;0.05000050000500005
6023;1;24.01.2012-09:46:21;2;0.05000050000500005
6023;2;24.01.2012-15:12:57;3;0.05000050000500005
6023;2;24.01.2012-15:21:32;3;0.05000050000500005
6024;3;09.01.2012-10:06:33;37;0.1000010000100001
6025;3;09.01.2012-10:53:56;37;0.05000050000500005
6025;0;09.01.2012-14:26:22;10;0.05000050000500005
6025;0;09.01.2012-18:45:46;36;0.05000050000500005
6025;0;10.01.2012-17:59:37;26;0.05000050000500005
6025;0;11.01.2012-12:39:05;8;0.05000050000500005
6026;0;09.01.2012-09:05:38;28;0.15000150001500015
6026;1;09.01.2012-09:06:16;28;0.15000150001500015
6026;1;17.01.2012-14:16:10;6;0.15000150001500015
6026;1;18.01.2012-17:37:09;6;0.15000150001500015
6026;1;27.01.2012-13:48:26;10;0.15000150001500015
6026;1;30.01.2012-12:14:28;33;0.15000150001500015
6026;1;31.01.2012-10:31:26;38;0.15000150001500015
6026;1;31.01.2012-13:32:12;20;0.15000150001500015
6026;1;31.01.2012-15:30:26;38;0.15000150001500015
6026;2;06.02.2012-09:22:42;50;0.15000150001500015
6026;4;06.02.2012-10:31:06;1;0.15000150001500015
6026;4;06.02.2012-15:17:40;1;0.15000150001500015
6026;4;06.02.2012-17:51:57;18;0.15000150001500015
6026;4;07.02.2012-09:12:44;32;0.15000150001500015
6026;4;07.02.2012-14:14:17;26;0.15000150001500015
6026;4;07.02.2012-19:38:46;7;0.15000150001500015
6026;4;09.02.2012-05:15:08;38;0.15000150001500015
6026;4;09.02.2012-08:10:10;37;0.15000150001500015
6026;4;09.02.2012-08:34:01;14;0.15000150001500015
6026;4;10.02.2012-05:15:06;6;0.15000150001500015
6026;4;10.02.2012-08:08:42;25;0.15000150001500015
6026;4;10.02.2012-08:26:32;25;0.15000150001500015
6026;4;10.02.2012-14:33:05;31;0.15000150001500015
6026;2;10.02.2012-16:27:15;31;0.15000150001500015
6026;4;10.02.2012-18:13:53;10;0.15000150001500015
6026;4;11.02.2012-11:38:00;10;0.15000150001500015
6026;4;11.02.2012-13:09:32;10;0.15000150001500015
6026;4;13.02.2012-15:25:07;13;0.15000150001500015
6026;4;14.02.2012-10:43:41;47;0.15000150001500015
6026;4;14.02.2012-19:20:27;8;0.15000150001500015
6026;4;15.02.2012-09:54:34;22;0.15000150001500015
6026;4;15.02.2012-10:01:30;22;0.15000150001500015
6026;4;15.02.2012-18:05:21;38;0.15000150001500015
6026;2;15.02.2012-20:00:38;50;0.15000150001500015
6026;2;16.02.2012-08:26:27;50;0.15000150001500015
6026;2;16.02.2012-09:51:42;50;0.15000150001500015
6026;2;16.02.2012-11:42:19;50;0.15000150001500015
6027;3;09.01.2012-11:02:48;37;0.06500065000650007
6028;3;09.01.2012-11:04:35;36;0.1000010000100001
6029;0;09.01.2012-09:32:29;28;0.055000550005500054
6029;0;09.01.2012-14:26:57;36;0.055000550005500054
6029;1;09.01.2012-14:28:22;36;0.055000550005500054
6029;1;12.01.2012-18:24:12;13;0.055000550005500054
6029;1;19.01.2012-16:29:52;6;0.055000550005500054
6029;1;23.01.2012-10:13:25;20;0.055000550005500054
6029;1;30.01.2012-17:30:20;32;0.055000550005500054
6029;1;03.02.2012-10:30:19;31;0.055000550005500054
6029;2;09.02.2012-13:31:23;50;0.055000550005500054
6029;2;09.02.2012-13:58:10;50;0.055000550005500054
6030;0;09.01.2012-09:55:00;10;0.05000050000500005
6031;0;09.01.2012-09:59:50;10;0.08500085000850008
6031;0;09.01.2012-18:17:51;26;0.08500085000850008
6031;0;09.01.2012-18:20:46;32;0.08500085000850008
6031;0;09.01.2012-18:54:19;32;0.08500085000850008
6031;0;09.01.2012-19:08:04;32;0.08500085000850008
6031;1;09.01.2012-19:09:33;32;0.08500085000850008
6031;1;17.01.2012-15:43:18;11;0.08500085000850008
6031;1;18.01.2012-18:22:35;7;0.08500085000850008
6031;1;24.01.2012-12:17:04;16;0.08500085000850008
6031;2;27.01.2012-10:29:37;12;0.08500085000850008
6031;4;27.01.2012-13:05:01;24;0.08500085000850008
6031;4;27.01.2012-16:30:39;38;0.08500085000850008
6031;4;28.01.2012-10:22:15;10;0.08500085000850008
6031;4;30.01.2012-08:42:33;2;0.08500085000850008
6031;2;30.01.2012-11:07:14;12;0.08500085000850008
6031;4;30.01.2012-11:09:46;12;0.08500085000850008
6032;0;09.01.2012-10:00:31;10;0.05000050000500005
6032;0;09.01.2012-13:05:33;0;0.05000050000500005
6032;1;09.01.2012-13:07:00;0;0.05000050000500005
6032;1;17.01.2012-14:28:00;6;0.05000050000500005
6032;1;23.01.2012-11:23:03;6;0.05000050000500005
6032;1;23.01.2012-11:24:22;6;0.05000050000500005
6032;1;01.02.2012-08:29:44;8;0.05000050000500005
6032;1;01.02.2012-15:42:33;38;0.05000050000500005
6032;2;06.02.2012-12:43:26;4;0.05000050000500005
6033;0;09.01.2012-10:04:31;10;0.08500085000850008
6033;0;09.01.2012-13:13:40;0;0.08500085000850008
6033;0;10.01.2012-19:24:01;36;0.08500085000850008
6033;1;18.01.2012-11:11:43;33;0.08500085000850008
6033;1;19.01.2012-17:09:26;15;0.08500085000850008
6033;1;28.01.2012-15:09:22;9;0.08500085000850008
6034;0;09.01.2012-10:04:57;10;0.2000020000200002
6034;0;09.01.2012-13:45:10;0;0.2000020000200002
6034;0;10.01.2012-14:42:49;0;0.2000020000200002
6035;3;09.01.2012-11:07:32;37;0.025000250002500026
6035;0;09.01.2012-14:26:50;10;0.025000250002500026
6035;0;09.01.2012-18:55:36;36;0.025000250002500026
6036;3;09.01.2012-12:10:12;10;0.1000010000100001
6037;0;09.01.2012-09:25:16;28;0.5000050000500005
6037;0;09.01.2012-19:10:49;26;0.5000050000500005
6037;0;09.01.2012-19:33:13;32;0.5000050000500005
6037;0;09.01.2012-19:49:28;32;0.5000050000500005
6038;0;09.01.2012-10:05:17;10;0.09000090000900009
6038;0;09.01.2012-13:25:37;10;0.09000090000900009
6038;0;09.01.2012-19:19:52;32;0.09000090000900009
6038;1;09.01.2012-19:21:34;32;0.09000090000900009
6038;1;17.01.2012-08:35:53;27;0.09000090000900009
6038;1;17.01.2012-08:42:57;27;0.09000090000900009
6038;1;24.01.2012-08:31:03;25;0.09000090000900009
6038;1;24.01.2012-18:24:08;1;0.09000090000900009
6038;1;01.02.2012-10:25:43;26;0.09000090000900009
6038;1;01.02.2012-10:26:25;26;0.09000090000900009
6038;1;02.02.2012-11:10:32;6;0.09000090000900009
6038;1;06.02.2012-10:26:26;38;0.09000090000900009
6038;2;09.02.2012-15:28:44;17;0.09000090000900009
6039;0;09.01.2012-12:15:31;10;0.06500065000650007
6039;0;09.01.2012-13:28:00;10;0.06500065000650007
6039;0;10.01.2012-14:30:10;0;0.06500065000650007
6040;0;09.01.2012-10:49:05;10;0.05000050000500005
6040;0;09.01.2012-17:22:13;26;0.05000050000500005
6040;0;10.01.2012-08:53:11;0;0.05000050000500005
6040;0;10.01.2012-09:04:05;33;0.05000050000500005
6040;0;10.01.2012-09:29:46;20;0.05000050000500005
6040;1;10.01.2012-10:13:24;20;0.05000050000500005
6040;1;10.01.2012-10:14:40;20;0.05000050000500005
6040;1;18.01.2012-10:19:28;33;0.05000050000500005
6040;1;19.01.2012-16:31:54;6;0.05000050000500005
6040;1;21.01.2012-10:27:54;14;0.05000050000500005
6040;1;26.01.2012-10:02:14;16;0.05000050000500005
6040;2;31.01.2012-10:41:38;12;0.05000050000500005
6040;4;31.01.2012-11:42:34;25;0.05000050000500005
6040;4;31.01.2012-12:31:52;27;0.05000050000500005
6040;4;31.01.2012-13:52:28;33;0.05000050000500005
6040;4;01.02.2012-17:27:02;32;0.05000050000500005
6040;4;04.02.2012-11:31:26;1;0.05000050000500005
6040;4;04.02.2012-13:28:35;1;0.05000050000500005
6040;4;06.02.2012-08:49:24;1;0.05000050000500005
6040;4;06.02.2012-09:33:33;1;0.05000050000500005
6040;4;07.02.2012-08:30:30;32;0.05000050000500005
6040;4;07.02.2012-09:20:24;12;0.05000050000500005
6040;4;07.02.2012-13:25:39;2;0.05000050000500005
6040;2;07.02.2012-14:35:56;12;0.05000050000500005
6040;4;07.02.2012-18:03:29;7;0.05000050000500005
6040;4;08.02.2012-09:05:15;47;0.05000050000500005
6040;4;08.02.2012-09:43:43;47;0.05000050000500005
6040;2;08.02.2012-10:39:18;12;0.05000050000500005
6040;2;09.02.2012-07:10:56;12;0.05000050000500005
6040;2;09.02.2012-07:57:15;12;0.05000050000500005
6041;3;09.01.2012-12:12:41;10;0.15000150001500015
6041;0;09.01.2012-17:15:26;36;0.15000150001500015
6041;0;10.01.2012-12:12:39;0;0.15000150001500015
6041;1;10.01.2012-12:28:02;0;0.15000150001500015
6041;1;10.01.2012-12:29:04;0;0.15000150001500015
6041;1;10.01.2012-12:31:56;0;0.15000150001500015
6041;1;18.01.2012-10:30:58;33;0.15000150001500015
6041;1;25.01.2012-09:14:03;16;0.15000150001500015
6041;2;31.01.2012-09:56:39;3;0.15000150001500015
6041;4;31.01.2012-09:57:54;3;0.15000150001500015
6042;3;09.01.2012-12:15:03;10;0.05000050000500005
6043;3;09.01.2012-12:15:31;10;0.03500035000350003
6043;3;09.01.2012-12:16:24;10;0.03500035000350003
6043;0;09.01.2012-17:18:47;36;0.03500035000350003
6044;0;09.01.2012-10:52:21;10;0.25000250002500024
6044;0;09.01.2012-19:39:47;32;0.25000250002500024
6044;0;17.01.2012-13:30:08;20;0.25000250002500024
6044;1;17.01.2012-13:32:04;20;0.25000250002500024
6044;1;17.01.2012-13:33:10;20;0.25000250002500024
6044;1;24.01.2012-09:49:25;2;0.25000250002500024
6044;2;27.01.2012-10:04:52;3;0.25000250002500024
6044;4;27.01.2012-12:54:18;24;0.25000250002500024
6044;4;28.01.2012-15:12:49;1;0.25000250002500024
6044;4;30.01.2012-08:36:40;2;0.25000250002500024
6044;2;30.01.2012-10:11:27;3;0.25000250002500024
6044;4;30.01.2012-10:12:22;3;0.25000250002500024
6045;0;09.01.2012-11:06:01;28;0.25000250002500024
6045;0;09.01.2012-17:26:44;26;0.25000250002500024
6046;3;09.01.2012-12:18:08;10;0.05000050000500005
6047;0;09.01.2012-09:48:13;28;0.03000030000300003
6047;1;13.01.2012-09:26:38;31;0.03000030000300003
6047;2;18.01.2012-13:52:52;4;0.03000030000300003
6048;0;09.01.2012-10:40:38;28;0.1000010000100001
6048;0;09.01.2012-17:17:49;26;0.1000010000100001
6048;0;09.01.2012-17:20:17;32;0.1000010000100001
6048;0;09.01.2012-18:09:26;32;0.1000010000100001
6048;1;17.01.2012-16:07:44;20;0.1000010000100001
6048;1;18.01.2012-08:07:42;1;0.1000010000100001
6048;1;18.01.2012-11:49:59;16;0.1000010000100001
6048;2;19.01.2012-09:50:00;12;0.1000010000100001
6048;4;19.01.2012-13:06:55;28;0.1000010000100001
6048;4;19.01.2012-13:15:33;28;0.1000010000100001
6048;4;19.01.2012-19:32:47;19;0.1000010000100001
6048;4;20.01.2012-09:09:03;20;0.1000010000100001
6048;4;20.01.2012-09:43:07;12;0.1000010000100001
6049;0;09.01.2012-11:00:47;28;0.05000050000500005
6049;0;09.01.2012-18:55:41;32;0.05000050000500005
6049;0;10.01.2012-18:00:11;26;0.05000050000500005
6049;0;11.01.2012-10:47:28;8;0.05000050000500005
6049;0;12.01.2012-12:46:58;27;0.05000050000500005
6049;0;12.01.2012-14:04:31;13;0.05000050000500005
6049;1;18.01.2012-09:49:25;38;0.05000050000500005
6049;2;23.01.2012-09:26:24;50;0.05000050000500005
6049;2;23.01.2012-09:46:08;21;0.05000050000500005
6049;2;23.01.2012-09:57:15;21;0.05000050000500005
6049;4;23.01.2012-11:46:12;33;0.05000050000500005
6049;4;23.01.2012-13:09:47;33;0.05000050000500005
6049;4;23.01.2012-13:52:05;33;0.05000050000500005
6049;4;23.01.2012-19:44:42;13;0.05000050000500005
6049;4;24.01.2012-11:54:00;18;0.05000050000500005
6049;4;24.01.2012-11:58:47;18;0.05000050000500005
6049;4;24.01.2012-12:37:16;1;0.05000050000500005
6049;4;27.01.2012-15:50:28;38;0.05000050000500005
6049;4;30.01.2012-12:14:26;38;0.05000050000500005
6049;2;31.01.2012-08:23:06;50;0.05000050000500005
6049;2;31.01.2012-09:34:21;21;0.05000050000500005
6049;2;31.01.2012-10:05:12;50;0.05000050000500005
6049;2;31.01.2012-10:19:52;21;0.05000050000500005
6050;3;09.01.2012-12:20:47;10;0.05000050000500005
6050;0;09.01.2012-17:21:02;36;0.05000050000500005
6050;0;10.01.2012-08:43:44;5;0.05000050000500005
6050;1;18.01.2012-09:01:19;33;0.05000050000500005
6050;1;18.01.2012-10:14:34;8;0.05000050000500005
6050;1;18.01.2012-12:03:07;8;0.05000050000500005
6050;1;19.01.2012-09:38:53;16;0.05000050000500005
6050;2;23.01.2012-13:39:44;12;0.05000050000500005
6050;4;23.01.2012-13:40:12;12;0.05000050000500005
6050;4;23.01.2012-19:35:20;13;0.05000050000500005
6050;4;23.01.2012-19:51:03;13;0.05000050000500005
6050;2;24.01.2012-06:51:43;12;0.05000050000500005
6051;3;09.01.2012-12:22:03;10;0.03600036000360004
6051;3;09.01.2012-12:23:13;10;0.03600036000360004
6051;3;09.01.2012-12:23:34;10;0.03600036000360004
6051;0;09.01.2012-12:24:50;10;0.03600036000360004
6051;0;09.01.2012-17:23:06;36;0.03600036000360004
6051;0;10.01.2012-17:27:25;7;0.03600036000360004
6051;0;11.01.2012-14:41:27;26;0.03600036000360004
6051;0;12.01.2012-10:32:48;27;0.03600036000360004
6051;0;12.01.2012-13:47:37;27;0.03600036000360004
6051;0;13.01.2012-17:24:13;1;0.03600036000360004
6051;0;14.01.2012-13:42:42;8;0.03600036000360004
6051;0;16.01.2012-11:24:36;22;0.03600036000360004
6051;0;17.01.2012-10:51:31;27;0.03600036000360004
6051;0;18.01.2012-14:39:14;27;0.03600036000360004
6051;0;18.01.2012-14:43:08;8;0.03600036000360004
6051;0;18.01.2012-18:41:59;8;0.03600036000360004
6051;0;06.02.2012-16:33:35;32;0.03600036000360004
6051;0;08.02.2012-08:15:14;32;0.03600036000360004
6052;0;09.01.2012-10:11:22;28;0.0930009300093001
6052;1;10.01.2012-16:36:35;19;0.0930009300093001
6052;1;10.01.2012-16:37:43;19;0.0930009300093001
6052;1;10.01.2012-16:39:44;19;0.0930009300093001
6052;1;18.01.2012-09:59:55;16;0.0930009300093001
6052;2;23.01.2012-17:19:30;3;0.0930009300093001
6052;4;24.01.2012-08:32:31;18;0.0930009300093001
6052;4;24.01.2012-11:30:48;13;0.0930009300093001
6052;4;24.01.2012-11:31:40;13;0.0930009300093001
6052;4;24.01.2012-17:20:36;38;0.0930009300093001
6052;2;25.01.2012-07:39:07;3;0.0930009300093001
6053;3;09.01.2012-12:24:18;10;0.1000010000100001
6054;3;09.01.2012-12:29:47;10;0.07000070000700007
6054;3;09.01.2012-12:39:45;10;0.07000070000700007
6054;0;10.01.2012-10:14:09;0;0.07000070000700007
6054;0;11.01.2012-10:51:42;44;0.07000070000700007
6054;0;11.01.2012-18:09:13;35;0.07000070000700007
6054;0;11.01.2012-19:08:46;35;0.07000070000700007
6054;0;12.01.2012-14:19:20;40;0.07000070000700007
6054;0;12.01.2012-18:34:54;23;0.07000070000700007
6055;3;09.01.2012-12:41:07;10;0.05000050000500005
6056;3;09.01.2012-12:44:58;10;0.1000010000100001
6056;3;09.01.2012-12:50:31;10;0.1000010000100001
6057;0;09.01.2012-10:54:31;28;0.03000030000300003
6057;0;09.01.2012-12:18:01;0;0.03000030000300003
6057;0;09.01.2012-12:28:29;0;0.03000030000300003
6057;1;09.01.2012-15:28:15;0;0.03000030000300003
6057;1;16.01.2012-14:06:23;1;0.03000030000300003
6057;1;18.01.2012-11:48:06;33;0.03000030000300003
6057;1;18.01.2012-11:49:57;33;0.03000030000300003
6057;1;25.01.2012-10:42:46;16;0.03000030000300003
6057;2;31.01.2012-11:52:32;17;0.03000030000300003
6058;3;09.01.2012-12:52:46;10;0.07500075000750007
6058;3;09.01.2012-12:53:37;10;0.07500075000750007
6058;3;09.01.2012-12:54:06;10;0.07500075000750007
6058;3;09.01.2012-12:55:06;10;0.07500075000750007
6059;0;09.01.2012-08:50:48;24;0.1000010000100001
6059;0;09.01.2012-19:27:12;26;0.1000010000100001
6059;0;10.01.2012-17:51:18;26;0.1000010000100001
6059;0;19.01.2012-16:09:52;26;0.1000010000100001
6059;0;19.01.2012-16:13:35;7;0.1000010000100001
6059;0;26.01.2012-15:09:22;44;0.1000010000100001
6059;0;26.01.2012-16:46:12;10;0.1000010000100001
6059;0;02.02.2012-17:22:06;7;0.1000010000100001
6059;0;02.02.2012-17:27:50;7;0.1000010000100001
6059;0;09.02.2012-08:15:08;7;0.1000010000100001
6060;3;09.01.2012-12:57:40;10;0.3000030000300003
6060;0;10.01.2012-10:49:22;33;0.3000030000300003
6060;1;10.01.2012-10:50:20;33;0.3000030000300003
6060;1;10.01.2012-10:51:16;33;0.3000030000300003
6060;1;10.01.2012-10:51:37;33;0.3000030000300003
6060;1;17.01.2012-11:46:19;2;0.3000030000300003
6060;2;19.01.2012-13:06:36;50;0.3000030000300003
6060;2;20.01.2012-08:23:35;17;0.3000030000300003
6060;4;20.01.2012-09:45:15;36;0.3000030000300003
6060;4;20.01.2012-09:45:56;36;0.3000030000300003
6060;4;20.01.2012-10:34:24;36;0.3000030000300003
6060;4;24.01.2012-13:06:04;2;0.3000030000300003
6060;2;24.01.2012-14:04:43;50;0.3000030000300003
6060;2;24.01.2012-14:36:56;17;0.3000030000300003
6061;3;09.01.2012-12:59:15;10;0.02000020000200002
6062;3;09.01.2012-13:03:25;10;0.1000010000100001
6063;3;09.01.2012-13:04:58;10;0.5000050000500005
6063;0;10.01.2012-11:22:02;33;0.5000050000500005
6063;0;10.01.2012-11:34:17;33;0.5000050000500005
6063;1;10.01.2012-11:35:10;33;0.5000050000500005
6063;1;10.01.2012-11:35:57;33;0.5000050000500005
6063;1;16.01.2012-10:06:44;2;0.5000050000500005
6063;2;18.01.2012-08:34:09;3;0.5000050000500005
6063;2;18.01.2012-08:45:00;3;0.5000050000500005
6064;3;09.01.2012-09:34:15;3;0.2000020000200002
6064;0;09.01.2012-09:48:24;3;0.2000020000200002
6064;0;09.01.2012-09:55:52;36;0.2000020000200002
6064;0;09.01.2012-10:00:52;36;0.2000020000200002
6064;0;09.01.2012-10:36:11;44;0.2000020000200002
6064;0;09.01.2012-10:37:32;44;0.2000020000200002
6064;0;10.01.2012-07:36:55;2;0.2000020000200002
6064;0;10.01.2012-08:54:17;3;0.2000020000200002
6064;0;10.01.2012-08:54:36;3;0.2000020000200002
6064;0;10.01.2012-09:21:43;33;0.2000020000200002
6064;0;10.01.2012-09:48:32;20;0.2000020000200002
6064;1;18.01.2012-10:01:36;33;0.2000020000200002
6064;1;25.01.2012-16:04:34;0;0.2000020000200002
6064;1;25.01.2012-17:16:17;7;0.2000020000200002
6065;0;09.01.2012-09:50:05;36;0.055000550005500054
6065;1;09.01.2012-09:53:58;36;0.055000550005500054
6065;1;09.01.2012-10:42:59;36;0.055000550005500054
6065;1;09.01.2012-10:43:36;36;0.055000550005500054
6065;1;17.01.2012-14:21:49;47;0.055000550005500054
6065;1;20.01.2012-08:55:31;31;0.055000550005500054
6065;2;24.01.2012-12:12:59;21;0.055000550005500054
6066;0;09.01.2012-11:50:27;28;0.4000040000400004
6066;1;09.01.2012-11:52:41;28;0.4000040000400004
6066;1;17.01.2012-14:24:17;6;0.4000040000400004
6066;1;23.01.2012-19:29:49;9;0.4000040000400004
6066;1;26.01.2012-14:16:36;33;0.4000040000400004
6066;1;28.01.2012-11:53:44;10;0.4000040000400004
6066;1;30.01.2012-18:52:19;32;0.4000040000400004
6066;1;30.01.2012-18:54:04;32;0.4000040000400004
6066;1;21.02.2012-10:45:11;5;0.4000040000400004
6066;1;01.03.2012-08:15:34;5;0.4000040000400004
6067;3;09.01.2012-13:05:33;10;0.05000050000500005
6068;3;09.01.2012-13:06:25;10;0.05000050000500005
6068;3;09.01.2012-13:07:18;10;0.05000050000500005
6068;0;10.01.2012-11:33:07;0;0.05000050000500005
6069;3;09.01.2012-10:10:15;37;0.25000250002500024
6069;3;09.01.2012-10:13:15;37;0.25000250002500024
6070;0;09.01.2012-13:50:52;10;0.15000150001500015
6070;0;09.01.2012-17:41:01;36;0.15000150001500015
6070;0;10.01.2012-08:09:49;0;0.15000150001500015
6070;0;10.01.2012-08:24:45;44;0.15000150001500015
6070;1;10.01.2012-09:48:28;44;0.15000150001500015
6070;1;10.01.2012-11:50:12;0;0.15000150001500015
6070;1;18.01.2012-09:49:52;33;0.15000150001500015
6071;3;09.01.2012-11:06:22;36;0.1000010000100001
6071;3;09.01.2012-11:08:45;36;0.1000010000100001
6071;0;09.01.2012-14:27:12;10;0.1000010000100001
6071;0;09.01.2012-19:40:49;32;0.1000010000100001
6071;0;10.01.2012-09:03:22;0;0.1000010000100001
6071;0;10.01.2012-09:11:58;0;0.1000010000100001
6071;1;10.01.2012-09:14:11;0;0.1000010000100001
6071;1;18.01.2012-10:16:10;8;0.1000010000100001
6071;1;18.01.2012-11:41:17;1;0.1000010000100001
6071;1;19.01.2012-08:59:16;16;0.1000010000100001
6071;2;24.01.2012-08:06:47;12;0.1000010000100001
6071;4;24.01.2012-08:49:52;18;0.1000010000100001
6071;4;24.01.2012-09:01:12;18;0.1000010000100001
6071;4;25.01.2012-08:38:12;16;0.1000010000100001
6071;2;25.01.2012-10:59:39;12;0.1000010000100001
6071;2;25.01.2012-11:28:19;12;0.1000010000100001
6071;2;25.01.2012-12:18:26;12;0.1000010000100001
6071;2;25.01.2012-12:19:57;12;0.1000010000100001
6072;0;09.01.2012-14:04:19;10;0.1000010000100001
6072;0;10.01.2012-14:39:16;0;0.1000010000100001
6072;0;11.01.2012-13:09:41;44;0.1000010000100001
6072;0;12.01.2012-09:41:16;27;0.1000010000100001
6072;0;13.01.2012-16:48:05;1;0.1000010000100001
6072;0;14.01.2012-13:30:47;8;0.1000010000100001
6072;0;17.01.2012-10:20:10;27;0.1000010000100001
6072;0;18.01.2012-13:16:23;27;0.1000010000100001
6072;0;18.01.2012-18:33:17;8;0.1000010000100001
6073;0;09.01.2012-14:24:31;10;0.05000050000500005
6073;1;17.01.2012-14:30:49;6;0.05000050000500005
6073;1;18.01.2012-17:45:40;6;0.05000050000500005
6073;1;20.01.2012-08:47:31;20;0.05000050000500005
6073;1;25.01.2012-09:56:27;38;0.05000050000500005
6073;2;31.01.2012-11:04:07;17;0.05000050000500005
6074;3;09.01.2012-13:10:05;10;0.08500085000850008
6074;0;10.01.2012-11:52:05;33;0.08500085000850008
6075;0;09.01.2012-11:36:49;36;0.3000030000300003
6075;1;09.01.2012-11:45:04;36;0.3000030000300003
6075;1;09.01.2012-11:55:27;36;0.3000030000300003
6075;1;10.01.2012-13:02:43;16;0.3000030000300003
6075;2;10.01.2012-13:14:49;16;0.3000030000300003
6075;2;10.01.2012-14:34:05;50;0.3000030000300003
6075;2;10.01.2012-15:34:07;50;0.3000030000300003
6075;2;10.01.2012-15:50:39;50;0.3000030000300003
6075;4;10.01.2012-18:57:57;36;0.3000030000300003
6075;4;10.01.2012-19:02:20;36;0.3000030000300003
6075;4;11.01.2012-12:18:17;11;0.3000030000300003
6075;4;11.01.2012-12:20:46;11;0.3000030000300003
6075;4;12.01.2012-10:10:05;16;0.3000030000300003
6075;2;12.01.2012-13:42:47;50;0.3000030000300003
6075;2;12.01.2012-14:29:38;17;0.3000030000300003
6076;3;09.01.2012-13:12:14;10;0.03000030000300003
6077;0;09.01.2012-14:37:49;10;0.5000050000500005
6077;0;09.01.2012-19:48:16;36;0.5000050000500005
6077;0;10.01.2012-10:41:33;0;0.5000050000500005
6077;1;18.01.2012-10:19:19;8;0.5000050000500005
6077;1;19.01.2012-14:22:56;0;0.5000050000500005
6077;1;26.01.2012-16:51:29;15;0.5000050000500005
6077;1;28.01.2012-10:25:00;1;0.5000050000500005
6077;1;28.01.2012-10:25:13;1;0.5000050000500005
6077;1;30.01.2012-13:46:52;6;0.5000050000500005
6077;1;30.01.2012-15:23:44;6;0.5000050000500005
6077;1;09.02.2012-15:53:08;9;0.5000050000500005
6078;3;09.01.2012-13:19:33;10;0.25000250002500024
6079;3;09.01.2012-13:22:15;10;0.05000050000500005
6080;0;10.01.2012-10:26:21;0;0.05000050000500005
6080;0;10.01.2012-11:21:59;0;0.05000050000500005
6080;0;10.01.2012-11:31:30;5;0.05000050000500005
6081;0;10.01.2012-11:41:08;33;0.35000350003500036
6081;0;11.01.2012-12:36:30;26;0.35000350003500036
6081;0;11.01.2012-12:51:17;44;0.35000350003500036
6081;0;11.01.2012-13:19:32;44;0.35000350003500036
6081;0;12.01.2012-10:17:14;27;0.35000350003500036
6081;0;13.01.2012-16:52:33;1;0.35000350003500036
6081;0;14.01.2012-13:37:11;8;0.35000350003500036
6082;3;09.01.2012-13:24:15;10;0.1000010000100001
