case;event;time;Owner First Name;Involved ST Function Div;Involved Org line 3
2212;4;10.05.2012-23:22:09;5;4;3
2213;0;30.04.2012-11:59:24;1163;2;1
2213;0;30.04.2012-12:02:44;1163;2;1
2213;1;30.04.2012-12:09:29;1163;2;1
2213;0;30.04.2012-12:48:52;33;2;1
2213;5;30.04.2012-12:49:43;33;2;1
2213;3;02.05.2012-12:17:29;33;2;1
2213;0;03.05.2012-14:29:45;505;2;1
2213;1;03.05.2012-14:38:05;505;2;1
2213;0;03.05.2012-15:04:05;1163;2;1
2213;1;03.05.2012-15:05:45;1163;2;1
2213;0;03.05.2012-15:33:03;32;2;1
2213;2;03.05.2012-15:35:05;32;2;1
2213;4;10.05.2012-23:22:07;5;2;1
2214;0;30.04.2012-10:51:41;639;12;0
2214;0;30.04.2012-11:02:59;639;12;0
2214;1;30.04.2012-11:03:06;639;12;0
2214;0;30.04.2012-11:06:42;859;12;0
2214;7;30.04.2012-11:07:03;859;12;0
2214;2;03.05.2012-12:39:50;859;12;0
2214;4;10.05.2012-23:22:09;5;12;0
2215;0;30.04.2012-09:35:59;413;2;1
2215;0;30.04.2012-09:36:05;413;2;1
2215;1;30.04.2012-09:55:25;413;2;1
2215;0;30.04.2012-09:55:27;413;2;1
2215;1;30.04.2012-10:10:54;413;2;1
2215;0;30.04.2012-11:14:02;6;2;1
2215;5;30.04.2012-11:30:55;6;2;1
2215;2;02.05.2012-07:54:14;6;2;1
2215;4;09.05.2012-23:16:27;5;2;1
2216;0;30.04.2012-09:25:10;223;2;1
2216;0;30.04.2012-09:35:01;223;2;1
2216;1;30.04.2012-09:43:45;223;6;5
2216;0;02.05.2012-10:29:32;275;6;5
2216;2;02.05.2012-14:34:08;275;6;5
2216;4;09.05.2012-23:16:28;5;6;5
2217;0;30.04.2012-10:00:18;27;5;0
2217;0;30.04.2012-10:00:40;27;5;0
2217;1;30.04.2012-10:09:45;27;9;0
2217;0;02.05.2012-05:00:59;588;9;0
2217;7;03.05.2012-07:58:23;588;9;0
2217;3;07.05.2012-13:15:56;588;9;0
2217;0;07.05.2012-13:54:26;587;9;0
2217;7;07.05.2012-13:54:40;587;9;0
2217;1;10.05.2012-13:27:17;587;5;0
2217;0;10.05.2012-13:30:01;27;5;0
2217;5;10.05.2012-13:45:26;27;5;0
2217;0;10.05.2012-14:02:35;27;5;0
2217;5;10.05.2012-14:29:14;27;5;0
2217;0;10.05.2012-15:38:29;27;5;0
2217;5;10.05.2012-15:44:09;27;5;0
2217;7;10.05.2012-15:44:52;27;5;0
2217;7;11.05.2012-13:57:37;27;5;0
2217;0;14.05.2012-11:09:09;27;5;0
2217;5;14.05.2012-11:11:12;27;5;0
2217;0;15.05.2012-08:08:22;27;5;0
2217;5;15.05.2012-08:09:05;27;5;0
2217;0;15.05.2012-09:38:42;27;5;0
2217;2;15.05.2012-09:43:21;27;5;0
2217;4;15.05.2012-09:43:24;27;5;0
2218;0;30.04.2012-10:45:45;645;2;1
2218;0;30.04.2012-10:49:55;645;2;1
2218;5;30.04.2012-12:24:33;645;2;1
2218;2;04.05.2012-15:02:14;645;2;1
2218;4;11.05.2012-23:18:25;5;2;1
2219;0;30.04.2012-11:15:38;105;2;1
2219;0;30.04.2012-11:21:18;105;2;1
2219;1;30.04.2012-11:30:37;105;4;1
2219;0;30.04.2012-16:29:23;1155;4;1
2219;1;30.04.2012-18:03:06;1155;2;1
2219;0;02.05.2012-09:37:02;304;2;1
2219;1;02.05.2012-09:40:09;304;4;1
2219;0;02.05.2012-10:14:38;1156;4;1
2219;1;02.05.2012-10:35:47;1156;2;1
2219;0;02.05.2012-11:02:48;304;2;1
2219;5;02.05.2012-11:02:52;304;2;1
2219;3;02.05.2012-13:26:04;304;2;1
2219;0;02.05.2012-14:43:57;105;2;1
2219;2;02.05.2012-14:46:48;105;2;1
2219;4;09.05.2012-23:16:25;5;2;1
2220;0;30.04.2012-11:24:34;645;2;1
2220;0;30.04.2012-11:29:51;645;2;1
2220;9;30.04.2012-11:31:41;645;2;1
2220;0;30.04.2012-15:31:04;1164;9;0
2220;5;30.04.2012-15:33:55;1164;9;0
2220;0;30.04.2012-15:42:54;354;2;1
2220;1;30.04.2012-15:43:23;354;2;1
2220;0;02.05.2012-05:43:39;713;2;1
2220;5;02.05.2012-05:44:48;713;2;1
2220;2;02.05.2012-08:35:51;713;2;1
2220;4;02.05.2012-23:06:31;5;2;1
2221;0;30.04.2012-09:58:50;86;2;1
2221;0;30.04.2012-09:59:24;86;2;1
2221;1;30.04.2012-10:00:14;86;0;0
2221;0;01.05.2012-22:59:06;869;0;0
2221;2;01.05.2012-22:59:38;869;0;0
2221;4;08.05.2012-23:13:20;5;0;0
2222;1;30.04.2012-11:12:32;5;8;1
2222;0;30.04.2012-11:15:01;80;8;1
2222;1;30.04.2012-11:21:52;80;22;1
2222;0;02.05.2012-07:16:23;76;22;1
2222;8;02.05.2012-08:12:33;76;22;1
2222;0;02.05.2012-08:48:15;1014;22;1
2222;8;02.05.2012-08:50:01;1014;22;1
2222;0;02.05.2012-08:51:37;1014;22;1
2222;2;02.05.2012-08:52:06;1014;22;1
2222;0;02.05.2012-13:18:43;70;22;1
2222;2;02.05.2012-13:24:53;70;22;1
2222;4;09.05.2012-23:16:25;5;22;1
2223;1;01.05.2012-07:31:14;333;6;5
2223;1;01.05.2012-07:37:11;333;12;0
2223;0;01.05.2012-13:01:09;769;12;0
2223;1;01.05.2012-13:01:39;769;12;0
2223;0;01.05.2012-23:07:31;176;12;0
2223;1;01.05.2012-23:08:06;176;12;0
2223;0;02.05.2012-04:56:56;1165;12;0
2223;10;02.05.2012-09:52:30;1165;12;0
2223;2;04.05.2012-01:04:27;1165;12;0
2223;4;11.05.2012-23:18:17;5;12;0
2224;1;01.05.2012-23:26:08;1076;6;5
2224;1;01.05.2012-23:26:27;1076;12;0
2224;0;01.05.2012-23:52:34;176;12;0
2224;1;02.05.2012-02:26:53;176;12;0
2224;1;02.05.2012-07:42:38;84;12;0
2224;0;02.05.2012-07:42:39;84;12;0
2224;5;02.05.2012-07:56:22;84;12;0
2224;2;02.05.2012-09:08:27;84;12;0
2224;4;09.05.2012-23:15:32;5;12;0
2225;1;02.05.2012-03:38:27;1166;5;0
2225;1;02.05.2012-03:43:49;1166;5;0
2225;0;02.05.2012-04:20:37;1167;5;0
2225;10;02.05.2012-04:35:13;1167;5;0
2225;8;02.05.2012-07:08:58;1167;5;0
2225;2;14.05.2012-03:51:43;1167;5;0
2225;4;21.05.2012-23:23:53;5;5;0
2226;1;02.05.2012-06:17:20;888;6;5
2226;1;02.05.2012-06:25:44;888;7;0
2226;0;02.05.2012-07:27:59;889;7;0
2226;2;02.05.2012-09:12:39;889;7;0
2226;4;09.05.2012-23:15:07;5;7;0
2227;1;02.05.2012-08:48:43;888;6;5
2227;1;02.05.2012-08:50:45;888;7;0
2227;0;04.05.2012-04:39:38;889;7;0
2227;2;07.05.2012-04:42:39;889;7;0
2227;4;14.05.2012-23:21:17;5;7;0
2228;1;02.05.2012-10:30:54;1168;6;5
2228;1;02.05.2012-10:31:06;1168;12;0
2228;1;02.05.2012-10:31:09;1168;12;0
2228;0;02.05.2012-11:11:46;89;12;0
2228;1;02.05.2012-11:13:26;89;12;0
2228;1;02.05.2012-11:18:07;412;8;1
2228;0;02.05.2012-11:18:08;412;8;1
2228;1;02.05.2012-11:18:46;412;0;0
2228;0;02.05.2012-11:19:18;412;8;1
2228;1;02.05.2012-11:22:23;412;0;0
2228;0;02.05.2012-12:53:21;92;0;0
2228;2;03.05.2012-14:26:49;457;0;0
2228;4;10.05.2012-23:21:11;5;0;0
2229;1;02.05.2012-10:50:04;1169;6;5
2229;1;02.05.2012-10:50:10;1169;6;5
2229;1;02.05.2012-10:51:32;1169;12;0
2229;0;02.05.2012-11:18:15;89;12;0
2229;1;02.05.2012-11:18:55;89;12;0
2229;0;02.05.2012-11:28:43;437;12;0
2229;0;02.05.2012-11:36:54;412;8;1
2229;0;02.05.2012-11:37:06;412;8;1
2229;1;02.05.2012-11:37:41;412;12;0
2229;0;02.05.2012-11:40:12;437;12;0
2229;0;02.05.2012-12:38:15;84;12;0
2229;1;02.05.2012-12:38:45;84;12;0
2229;0;02.05.2012-12:49:55;457;0;0
2229;2;02.05.2012-12:50:48;457;0;0
2229;0;02.05.2012-12:56:41;437;12;0
2229;1;02.05.2012-13:02:18;437;0;0
2229;0;03.05.2012-10:57:04;92;0;0
2229;2;03.05.2012-10:57:27;92;0;0
2229;4;10.05.2012-23:21:08;5;0;0
2230;1;02.05.2012-13:16:55;237;6;5
2230;1;02.05.2012-13:21:46;237;2;1
2230;0;02.05.2012-13:23:03;85;2;1
2230;1;02.05.2012-13:23:29;85;7;0
2230;0;02.05.2012-13:35:40;122;7;0
2230;5;02.05.2012-13:40:25;122;7;0
2230;2;02.05.2012-14:23:50;122;7;0
2230;4;09.05.2012-23:12:53;5;7;0
2231;1;03.05.2012-12:19:01;49;6;5
2231;1;03.05.2012-12:19:50;49;6;5
2231;1;03.05.2012-12:20:15;49;8;1
2231;0;03.05.2012-12:21:44;404;8;1
2231;1;03.05.2012-12:22:43;404;4;1
2231;0;03.05.2012-12:26:15;905;4;1
2231;2;03.05.2012-12:33:34;1080;4;1
2231;4;03.05.2012-23:03:05;5;4;1
2232;1;03.05.2012-12:46:43;1112;6;5
2232;1;03.05.2012-12:49:54;1112;12;0
2232;0;03.05.2012-14:07:25;89;12;0
2232;1;03.05.2012-14:07:51;89;12;0
2232;0;04.05.2012-11:28:48;89;12;0
2232;5;04.05.2012-11:32:10;89;12;0
2232;2;14.05.2012-15:08:34;89;12;0
2232;4;21.05.2012-23:23:31;5;12;0
2233;0;30.04.2012-10:18:41;50;2;1
2233;0;30.04.2012-10:18:48;50;2;1
2233;1;30.04.2012-10:29:34;50;2;1
2233;0;30.04.2012-14:42:13;455;2;1
2233;1;30.04.2012-14:43:05;455;2;1
2233;0;30.04.2012-14:50:40;174;2;1
2233;1;30.04.2012-14:52:25;174;2;1
2233;0;03.05.2012-15:54:34;91;2;1
2233;2;03.05.2012-15:54:54;91;2;1
2233;4;10.05.2012-23:22:10;5;2;1
2234;0;30.04.2012-10:37:53;50;2;1
2234;0;30.04.2012-10:39:28;50;2;1
2234;0;30.04.2012-10:45:41;50;2;1
2234;1;30.04.2012-10:46:15;50;12;0
2234;0;30.04.2012-11:00:58;357;12;0
2234;1;30.04.2012-11:01:23;357;13;1
2234;0;30.04.2012-12:40:53;405;13;1
2234;0;30.04.2012-15:19:29;405;13;1
2234;5;30.04.2012-15:19:55;405;13;1
2234;0;03.05.2012-07:43:59;405;13;1
2234;2;03.05.2012-07:44:01;405;13;1
2234;4;10.05.2012-23:22:10;5;13;1
2235;0;30.04.2012-12:31:42;416;2;1
2235;0;30.04.2012-12:32:38;416;2;1
2235;1;30.04.2012-12:35:18;416;2;1
2235;0;30.04.2012-13:39:52;713;2;1
2235;2;07.05.2012-12:35:55;713;2;1
2235;4;07.05.2012-23:14:12;5;2;1
2236;0;30.04.2012-11:12:02;111;5;0
2236;0;30.04.2012-11:12:25;111;5;0
2236;1;30.04.2012-11:18:47;111;5;0
2236;1;30.04.2012-11:18:48;111;5;0
2236;0;30.04.2012-11:28:28;83;5;0
2236;1;30.04.2012-11:40:35;83;1;0
2236;0;30.04.2012-11:48:32;418;1;0
2236;1;30.04.2012-12:45:34;418;5;0
2236;0;30.04.2012-14:31:17;83;5;0
2236;1;30.04.2012-14:33:55;83;6;8
2236;0;01.05.2012-06:45:57;70;6;8
2236;1;01.05.2012-09:00:31;70;5;0
2236;0;01.05.2012-10:00:51;111;5;0
2236;2;01.05.2012-10:02:11;111;5;0
2236;4;01.05.2012-23:04:01;5;5;0
2237;0;30.04.2012-11:33:45;111;5;0
2237;0;30.04.2012-11:38:08;111;5;0
2237;1;30.04.2012-11:41:26;111;5;0
2237;0;30.04.2012-12:06:23;206;5;0
2237;1;30.04.2012-12:07:56;206;6;8
2237;0;30.04.2012-12:46:49;73;6;8
2237;1;30.04.2012-12:50:53;73;5;0
2237;0;30.04.2012-12:51:58;204;5;0
2237;1;30.04.2012-12:52:48;204;5;0
2237;0;30.04.2012-13:02:38;111;5;0
2237;5;30.04.2012-13:06:24;111;5;0
2237;0;01.05.2012-08:07:18;111;5;0
2237;1;01.05.2012-08:11:35;111;5;0
2237;1;01.05.2012-08:11:36;111;5;0
2237;0;01.05.2012-09:30:04;219;5;0
2237;1;01.05.2012-09:30:44;219;6;8
2237;0;01.05.2012-09:47:57;254;6;8
2237;1;01.05.2012-09:48:32;254;5;0
2237;0;01.05.2012-09:50:07;219;5;0
2237;1;01.05.2012-09:51:35;219;5;0
2237;0;01.05.2012-11:16:36;111;5;0
2237;5;01.05.2012-11:17:55;111;5;0
2237;5;04.05.2012-09:48:35;5;5;0
2237;2;07.05.2012-13:22:53;111;5;0
2237;4;07.05.2012-13:22:58;111;5;0
2238;0;30.04.2012-10:41:14;341;2;1
2238;0;30.04.2012-10:44:59;341;2;1
2238;0;30.04.2012-10:47:21;341;2;1
2238;1;30.04.2012-10:47:47;341;2;1
2238;0;02.05.2012-07:36:23;476;2;1
2238;7;02.05.2012-07:36:27;476;2;1
2238;2;02.05.2012-08:40:25;476;2;1
2238;4;09.05.2012-23:16:26;5;2;1
2239;1;30.04.2012-11:03:34;782;2;1
2239;0;04.05.2012-08:39:05;159;2;1
2239;1;04.05.2012-08:41:10;159;8;1
2239;0;04.05.2012-08:59:42;101;8;1
2239;3;04.05.2012-09:24:30;101;8;1
2239;0;04.05.2012-17:08:34;258;8;1
2239;5;04.05.2012-17:08:39;258;8;1
2239;3;06.05.2012-16:33:27;258;8;1
2239;0;07.05.2012-04:07:18;265;8;1
2239;1;07.05.2012-04:27:11;265;2;1
2239;0;08.05.2012-06:54:58;138;2;1
2239;5;08.05.2012-08:29:47;138;2;1
2239;1;09.05.2012-10:42:59;138;8;1
2239;0;09.05.2012-10:49:30;260;8;1
2239;5;09.05.2012-10:59:04;260;8;1
2239;1;11.05.2012-13:39:35;260;2;1
2239;0;11.05.2012-14:36:17;63;2;1
2239;1;11.05.2012-14:36:47;63;5;3
2239;3;14.05.2012-14:36:56;5;5;3
2239;1;15.05.2012-05:37:48;783;8;1
2239;0;15.05.2012-05:46:11;265;8;1
2239;3;15.05.2012-05:49:52;102;8;1
2239;0;15.05.2012-05:56:51;265;8;1
2239;2;15.05.2012-16:44:27;263;10;1
2240;0;30.04.2012-12:09:01;105;2;1
2240;0;30.04.2012-12:09:10;105;2;1
2240;5;30.04.2012-12:16:16;105;2;1
2240;0;02.05.2012-12:27:57;303;2;1
2240;5;02.05.2012-14:48:03;303;2;1
2240;0;04.05.2012-07:35:45;303;2;1
2240;2;04.05.2012-13:48:11;303;2;1
2240;4;11.05.2012-23:18:23;5;2;1
2241;2;30.04.2012-11:23:07;351;6;6
2241;4;07.05.2012-23:14:27;5;6;6
2241;2;15.05.2012-12:08:47;351;6;6
2242;0;30.04.2012-10:58:44;66;0;0
2242;0;30.04.2012-10:59:24;66;0;0
2242;5;30.04.2012-10:59:42;66;0;0
2242;2;08.05.2012-10:30:46;66;0;0
2242;4;15.05.2012-23:20:25;5;0;0
2243;0;30.04.2012-10:41:49;867;5;0
2243;0;30.04.2012-10:42:06;867;5;0
2243;5;30.04.2012-11:20:48;867;5;0
2243;5;07.05.2012-10:42:12;5;5;0
2243;5;09.05.2012-05:20:45;867;5;0
2243;0;15.05.2012-10:06:36;867;5;0
2243;2;15.05.2012-10:12:02;867;5;0
2243;4;15.05.2012-10:12:08;867;5;0
2244;0;30.04.2012-12:11:51;867;5;0
2244;0;30.04.2012-12:14:04;867;5;0
2244;1;30.04.2012-12:45:58;867;6;3
2244;0;02.05.2012-07:47:25;383;6;3
2244;7;02.05.2012-07:47:30;383;6;3
2244;2;03.05.2012-14:38:24;383;6;3
2244;4;03.05.2012-23:08:34;5;6;3
2245;0;30.04.2012-10:46:27;138;2;1
2245;0;30.04.2012-10:47:41;138;2;1
2245;1;30.04.2012-10:58:35;138;4;1
2245;0;30.04.2012-11:04:19;1087;4;1
2245;5;30.04.2012-12:08:19;1087;4;1
2245;1;01.05.2012-09:12:06;1087;2;1
2245;0;01.05.2012-09:14:09;162;2;1
2245;0;01.05.2012-09:15:12;162;2;1
2245;1;01.05.2012-09:15:20;162;17;1
2245;0;02.05.2012-09:45:46;115;17;1
2245;1;02.05.2012-09:55:29;115;18;1
2245;0;02.05.2012-10:30:35;784;18;1
2245;1;02.05.2012-10:39:11;784;2;1
2245;0;02.05.2012-14:49:34;291;2;1
2245;7;02.05.2012-14:53:58;291;2;1
2245;7;02.05.2012-14:59:40;291;2;1
2245;1;02.05.2012-15:04:42;291;18;1
2245;0;02.05.2012-15:17:38;539;18;1
2245;7;02.05.2012-15:17:56;539;18;1
2245;1;02.05.2012-15:56:31;539;9;0
2245;0;02.05.2012-16:52:25;70;9;0
2245;1;02.05.2012-16:58:53;70;18;1
2245;0;03.05.2012-07:11:33;539;18;1
2245;7;03.05.2012-07:11:43;539;18;1
2245;3;03.05.2012-08:09:37;539;18;1
2245;0;03.05.2012-08:19:42;733;18;1
2245;2;04.05.2012-11:00:23;733;18;1
2245;4;04.05.2012-23:08:04;5;18;1
2246;0;30.04.2012-13:33:24;744;0;0
2246;0;30.04.2012-13:34:27;744;0;0
2246;5;30.04.2012-14:11:33;744;0;0
2246;2;03.05.2012-10:02:22;744;0;0
2246;4;10.05.2012-23:22:06;5;0;0
2247;0;30.04.2012-11:15:55;886;12;0
2247;1;30.04.2012-11:16:22;886;12;0
2247;1;30.04.2012-11:16:28;886;12;0
2247;0;30.04.2012-11:21:13;570;12;0
2247;5;30.04.2012-11:23:17;570;12;0
2247;0;01.05.2012-09:31:39;570;12;0
2247;2;01.05.2012-09:31:40;570;12;0
2247;4;08.05.2012-23:13:17;5;12;0
2248;0;30.04.2012-11:17:23;886;12;0
2248;1;30.04.2012-11:17:49;886;12;0
2248;1;30.04.2012-11:17:58;886;12;0
2248;0;30.04.2012-11:19:31;292;12;0
2248;5;30.04.2012-11:36:55;292;12;0
2248;2;01.05.2012-14:08:31;292;12;0
2248;4;08.05.2012-23:13:16;5;12;0
2249;0;30.04.2012-11:40:44;197;2;1
2249;0;30.04.2012-11:41:01;197;2;1
2249;5;30.04.2012-11:49:27;197;2;1
2249;0;04.05.2012-12:28:37;197;2;1
2249;2;04.05.2012-12:28:45;197;2;1
2249;4;04.05.2012-12:28:48;197;2;1
2250;0;30.04.2012-10:26:02;25;2;1
2250;0;30.04.2012-10:26:33;25;2;1
2250;1;30.04.2012-10:33:22;25;6;13
2250;0;30.04.2012-10:58:02;1031;6;13
2250;2;02.05.2012-12:56:51;1031;6;13
2250;4;09.05.2012-23:16:26;5;6;13
2251;0;30.04.2012-11:46:31;86;2;1
2251;0;30.04.2012-11:47:46;86;2;1
2251;1;30.04.2012-11:49:41;86;2;1
2251;0;02.05.2012-06:10:08;138;2;1
2251;2;02.05.2012-06:39:02;138;2;1
2251;4;09.05.2012-23:16:23;5;2;1
2252;0;30.04.2012-11:18:58;223;2;1
2252;0;30.04.2012-11:20:55;223;2;1
2252;7;30.04.2012-11:31:58;223;2;1
2252;1;30.04.2012-12:37:02;223;8;1
2252;0;30.04.2012-14:21:31;102;8;1
2252;1;30.04.2012-14:22:47;102;10;1
2252;0;30.04.2012-16:16:17;478;10;1
2252;3;30.04.2012-16:16:52;478;10;1
2252;0;02.05.2012-05:31:41;612;10;1
2252;5;02.05.2012-06:40:08;612;10;1
2252;2;03.05.2012-08:47:21;612;10;1
2252;4;10.05.2012-23:22:08;5;10;1
2253;0;30.04.2012-12:17:56;109;5;1
2253;0;30.04.2012-12:18:07;109;5;1
2253;1;30.04.2012-12:26:34;109;5;0
2253;0;30.04.2012-14:10:11;182;5;0
2253;1;30.04.2012-14:10:23;182;6;11
2253;0;02.05.2012-14:34:15;215;6;11
2253;1;02.05.2012-14:37:17;215;5;1
2253;0;02.05.2012-15:01:40;36;5;1
2253;3;02.05.2012-15:01:50;36;5;1
2253;0;04.05.2012-11:21:15;109;5;1
2253;2;04.05.2012-11:27:45;109;5;1
2253;4;04.05.2012-23:07:49;5;5;1
2254;0;30.04.2012-12:30:05;109;5;1
2254;0;30.04.2012-12:30:22;109;5;1
2254;1;30.04.2012-12:44:10;109;5;0
2254;0;30.04.2012-14:11:00;182;5;0
2254;1;30.04.2012-14:11:10;182;6;11
2254;0;02.05.2012-21:34:14;215;6;11
2254;2;02.05.2012-21:38:03;215;6;11
2254;1;02.05.2012-21:39:59;215;5;1
2254;0;03.05.2012-06:58:46;109;5;1
2254;2;03.05.2012-14:25:34;109;5;1
2254;4;03.05.2012-23:08:24;5;5;1
2255;0;30.04.2012-12:18:04;27;5;0
2255;0;30.04.2012-12:18:15;27;5;0
2255;1;30.04.2012-12:20:14;27;9;0
2255;0;30.04.2012-12:32:04;723;9;0
2255;5;30.04.2012-12:42:29;723;9;0
2255;2;02.05.2012-08:06:34;723;9;0
2255;4;09.05.2012-23:16:21;5;9;0
2256;0;30.04.2012-11:40:04;27;5;0
2256;0;30.04.2012-11:45:31;27;5;0
2256;1;30.04.2012-11:53:18;27;5;0
2256;0;30.04.2012-12:16:49;357;5;0
2256;3;30.04.2012-12:21:16;357;5;0
2256;0;02.05.2012-07:56:02;188;5;0
2256;5;02.05.2012-14:18:23;188;5;0
2256;0;04.05.2012-07:13:48;188;5;0
2256;2;04.05.2012-13:43:58;188;5;0
2256;4;11.05.2012-23:18:23;5;5;0
2257;0;30.04.2012-11:34:38;39;5;0
2257;0;30.04.2012-11:35:09;39;5;0
2257;1;30.04.2012-11:36:16;39;6;8
2257;0;01.05.2012-13:37:52;712;6;8
2257;0;01.05.2012-13:37:55;712;6;8
2257;2;01.05.2012-13:47:06;712;6;8
2257;4;08.05.2012-23:13:15;5;6;8
2258;0;30.04.2012-11:37:33;39;5;0
2258;0;30.04.2012-11:37:40;39;5;0
2258;1;30.04.2012-11:47:04;39;5;0
2258;0;30.04.2012-11:47:08;39;5;0
2258;5;30.04.2012-11:47:24;39;5;0
2258;2;03.05.2012-08:53:13;39;5;0
2258;4;03.05.2012-23:08:36;5;5;0
2259;0;30.04.2012-12:09:46;39;5;0
2259;0;30.04.2012-12:10:14;39;5;0
2259;5;30.04.2012-12:13:17;39;5;0
2259;5;03.05.2012-12:10:34;5;5;0
2259;2;04.05.2012-09:21:55;39;5;0
2259;4;04.05.2012-09:21:57;39;5;0
2260;0;30.04.2012-12:46:35;39;5;0
2260;0;30.04.2012-12:46:41;39;5;0
2260;1;30.04.2012-12:58:10;39;5;0
2260;0;30.04.2012-13:19:17;204;5;0
2260;1;30.04.2012-13:23:40;204;1;0
2260;0;30.04.2012-14:00:01;30;1;0
2260;1;02.05.2012-12:47:45;30;1;0
2260;1;02.05.2012-12:47:46;30;5;0
2260;0;02.05.2012-12:48:33;120;5;0
2260;1;02.05.2012-12:49:30;120;5;0
2260;0;02.05.2012-12:56:13;39;5;0
2260;5;02.05.2012-12:59:46;39;5;0
2260;1;03.05.2012-05:28:56;39;5;0
2260;0;03.05.2012-05:46:11;205;5;0
2260;1;03.05.2012-05:56:02;205;1;0
2260;0;03.05.2012-07:56:29;30;1;0
2260;1;03.05.2012-11:04:55;30;5;0
2260;0;03.05.2012-11:34:02;205;5;0
2260;1;03.05.2012-11:34:55;205;5;0
2260;0;03.05.2012-11:54:13;39;5;0
2260;5;03.05.2012-11:57:18;39;5;0
2260;2;03.05.2012-12:33:00;39;5;0
2260;4;03.05.2012-12:33:01;39;5;0
2261;0;30.04.2012-11:36:19;81;5;0
2261;0;30.04.2012-11:44:01;81;5;0
2261;1;30.04.2012-11:47:35;81;5;0
2261;1;30.04.2012-11:47:36;81;5;0
2261;0;30.04.2012-12:00:41;119;5;0
2261;1;30.04.2012-12:39:32;119;5;0
2261;0;30.04.2012-12:51:41;81;5;0
2261;5;30.04.2012-13:00:24;81;5;0
2261;5;03.05.2012-11:45:57;5;5;0
2261;5;04.05.2012-12:10:37;81;5;0
2261;5;07.05.2012-12:32:00;5;5;0
2261;2;08.05.2012-10:29:36;81;5;0
2261;4;15.05.2012-23:20:25;5;5;0
2262;0;30.04.2012-12:05:28;81;5;0
2262;0;30.04.2012-12:16:09;81;5;0
2262;1;30.04.2012-12:21:46;81;5;0
2262;0;30.04.2012-12:23:44;206;5;0
2262;1;30.04.2012-12:28:24;206;5;0
2262;0;30.04.2012-13:00:56;81;5;0
2262;1;30.04.2012-13:02:11;81;5;0
2262;0;30.04.2012-13:42:45;204;5;0
2262;1;30.04.2012-13:44:55;204;6;8
2262;0;30.04.2012-15:33:17;254;6;8
2262;6;30.04.2012-15:35:20;254;6;8
2262;1;01.05.2012-11:28:36;254;5;0
2262;0;01.05.2012-12:27:21;120;5;0
2262;1;01.05.2012-12:27:43;120;5;0
2262;0;01.05.2012-12:33:24;81;5;0
2262;5;01.05.2012-12:38:35;81;5;0
2262;5;04.05.2012-11:28:38;5;5;0
2262;5;07.05.2012-10:40:53;81;5;0
2262;2;08.05.2012-10:28:16;81;5;0
2262;4;08.05.2012-23:13:13;5;5;0
2263;0;30.04.2012-12:02:07;30;0;0
2263;0;30.04.2012-12:06:11;30;0;0
2263;1;30.04.2012-12:10:43;30;4;1
2263;0;30.04.2012-12:11:15;782;4;1
2263;1;30.04.2012-12:40:34;782;2;1
2263;0;02.05.2012-05:38:01;138;2;1
2263;1;02.05.2012-05:57:14;138;4;1
2263;0;02.05.2012-05:58:02;642;4;1
2263;6;02.05.2012-06:15:40;642;4;1
2263;5;03.05.2012-07:04:43;642;4;1
2263;2;03.05.2012-07:17:35;642;4;1
2263;4;10.05.2012-23:22:07;5;4;1
2264;0;30.04.2012-12:23:00;146;2;1
2264;0;30.04.2012-12:23:39;146;2;1
2264;1;30.04.2012-12:39:02;146;8;1
2264;0;30.04.2012-13:13:21;1152;8;1
2264;1;30.04.2012-13:17:47;1152;14;1
2264;0;02.05.2012-10:18:34;332;14;1
2264;1;02.05.2012-10:21:20;332;8;1
2264;0;02.05.2012-10:41:24;670;8;1
2264;5;02.05.2012-10:41:35;670;8;1
2264;2;07.05.2012-03:29:28;670;8;1
2264;4;14.05.2012-23:21:30;5;8;1
2265;1;30.04.2012-12:37:35;5;6;5
2265;1;30.04.2012-12:37:36;5;8;1
2265;0;30.04.2012-13:38:04;129;8;1
2265;10;30.04.2012-13:40:08;129;8;1
2265;0;02.05.2012-09:31:11;622;8;1
2265;2;02.05.2012-09:31:38;622;8;1
2265;4;09.05.2012-23:16:20;5;8;1
2266;1;30.04.2012-11:41:09;215;14;17
2266;0;30.04.2012-12:21:42;177;14;17
2266;10;30.04.2012-12:28:23;177;14;17
2266;0;30.04.2012-12:29:47;58;14;17
2266;7;30.04.2012-12:39:26;177;14;17
2266;2;02.05.2012-16:01:12;177;14;17
2267;0;30.04.2012-12:12:08;165;5;1
2267;0;30.04.2012-12:12:16;165;5;1
2267;0;30.04.2012-12:13:21;165;5;1
2267;1;30.04.2012-12:13:30;165;5;0
2267;0;30.04.2012-12:43:56;902;5;0
2267;8;30.04.2012-13:08:11;902;5;0
2267;1;02.05.2012-06:15:29;902;5;1
2267;0;02.05.2012-06:20:23;165;5;1
2267;7;02.05.2012-06:20:31;165;5;1
2267;5;02.05.2012-06:45:51;165;5;1
2267;2;02.05.2012-08:45:48;165;5;1
2267;4;02.05.2012-23:06:27;5;5;1
2268;0;30.04.2012-12:09:51;408;2;1
2268;0;30.04.2012-12:12:10;408;2;1
2268;0;30.04.2012-12:20:37;408;2;1
2268;1;30.04.2012-12:20:49;408;9;0
2268;0;02.05.2012-11:50:56;686;2;1
2268;0;02.05.2012-11:51:50;686;2;1
