case;event;time;event org:resource;case Document Type;case GR-Based Inv. Verif.
4029;7;01.05.2018 08:32:00;56;1;0
4029;8;01.08.2018 23:59:00;2;1;0
4029;10;01.09.2018 11:33:00;10;1;0
4029;9;01.09.2018 17:31:00;48;1;0
4029;18;01.10.2018 02:03:00;30;1;0
4029;11;22.02.2018 16:17:00;4;1;0
4030;7;01.05.2018 08:32:00;56;1;0
4030;8;01.08.2018 23:59:00;2;1;0
4030;10;01.09.2018 11:33:00;10;1;0
4030;9;01.09.2018 17:31:00;48;1;0
4030;18;01.10.2018 02:03:00;30;1;0
4030;11;22.02.2018 16:17:00;4;1;0
4031;7;01.05.2018 08:32:00;56;1;0
4031;8;01.08.2018 23:59:00;2;1;0
4031;10;01.09.2018 11:33:00;10;1;0
4031;9;01.09.2018 17:33:00;48;1;0
4031;18;01.10.2018 02:03:00;30;1;0
4031;11;22.02.2018 16:17:00;4;1;0
4032;7;01.05.2018 08:32:00;56;1;0
4032;8;01.08.2018 23:59:00;2;1;0
4032;10;01.09.2018 11:33:00;10;1;0
4032;9;01.09.2018 17:31:00;48;1;0
4032;18;01.10.2018 02:03:00;30;1;0
4032;11;22.02.2018 16:17:00;4;1;0
4033;7;01.05.2018 08:32:00;56;1;0
4033;8;01.08.2018 23:59:00;2;1;0
4033;10;01.09.2018 11:33:00;10;1;0
4033;9;01.09.2018 17:33:00;48;1;0
4033;18;01.10.2018 02:03:00;30;1;0
4033;11;22.02.2018 16:17:00;4;1;0
4034;7;01.05.2018 08:32:00;56;1;0
4034;8;01.08.2018 23:59:00;2;1;0
4034;10;01.09.2018 11:33:00;10;1;0
4034;9;01.09.2018 17:31:00;48;1;0
4034;18;01.10.2018 02:03:00;30;1;0
4034;11;22.02.2018 16:17:00;4;1;0
4035;7;01.05.2018 08:32:00;56;1;0
4035;8;01.08.2018 23:59:00;2;1;0
4035;10;01.09.2018 11:33:00;10;1;0
4035;9;01.09.2018 17:33:00;48;1;0
4035;18;01.10.2018 02:03:00;30;1;0
4035;11;22.02.2018 16:17:00;4;1;0
4036;7;01.05.2018 08:32:00;56;1;0
4036;8;01.08.2018 23:59:00;2;1;0
4036;10;01.09.2018 11:33:00;10;1;0
4036;9;01.09.2018 17:33:00;48;1;0
4036;18;01.10.2018 02:03:00;30;1;0
4036;11;22.02.2018 16:17:00;4;1;0
4037;7;01.05.2018 08:32:00;56;1;0
4037;8;01.08.2018 23:59:00;2;1;0
4037;10;01.09.2018 11:33:00;10;1;0
4037;9;01.09.2018 17:33:00;48;1;0
4037;18;01.10.2018 02:03:00;30;1;0
4037;11;22.02.2018 16:17:00;4;1;0
4038;7;01.05.2018 08:32:00;56;1;0
4038;8;01.08.2018 23:59:00;2;1;0
4038;10;01.09.2018 11:33:00;10;1;0
4038;9;01.09.2018 17:31:00;48;1;0
4038;18;01.10.2018 02:03:00;30;1;0
4038;11;22.02.2018 16:17:00;4;1;0
4039;7;01.05.2018 08:32:00;56;1;0
4039;8;01.08.2018 23:59:00;2;1;0
4039;10;01.09.2018 11:33:00;10;1;0
4039;9;01.09.2018 17:31:00;48;1;0
4039;18;01.10.2018 02:03:00;30;1;0
4039;11;22.02.2018 16:17:00;4;1;0
4040;7;01.05.2018 08:32:00;56;1;0
4040;8;01.08.2018 23:59:00;2;1;0
4040;10;01.09.2018 11:33:00;10;1;0
4040;9;01.09.2018 17:31:00;48;1;0
4040;18;01.10.2018 02:03:00;30;1;0
4040;11;22.02.2018 16:17:00;4;1;0
4041;7;01.05.2018 08:32:00;56;1;0
4041;8;01.08.2018 23:59:00;2;1;0
4041;10;01.09.2018 11:33:00;10;1;0
4041;9;01.09.2018 17:31:00;48;1;0
4041;18;01.10.2018 02:03:00;30;1;0
4041;11;22.02.2018 16:17:00;4;1;0
4042;7;01.05.2018 08:32:00;56;1;0
4042;8;01.08.2018 23:59:00;2;1;0
4042;10;01.09.2018 11:33:00;10;1;0
4042;9;01.09.2018 17:31:00;48;1;0
4042;18;01.10.2018 02:03:00;30;1;0
4042;11;22.02.2018 16:17:00;4;1;0
4043;7;01.05.2018 08:32:00;56;1;0
4043;8;01.08.2018 23:59:00;2;1;0
4043;10;01.09.2018 11:33:00;10;1;0
4043;9;01.09.2018 17:31:00;48;1;0
4043;18;01.10.2018 02:03:00;30;1;0
4043;11;22.02.2018 16:17:00;4;1;0
4044;7;01.05.2018 08:32:00;56;1;0
4044;8;01.08.2018 23:59:00;2;1;0
4044;10;01.09.2018 11:33:00;10;1;0
4044;9;01.09.2018 17:31:00;48;1;0
4044;9;01.09.2018 17:33:00;48;1;0
4044;18;01.10.2018 02:03:00;30;1;0
4044;11;22.02.2018 16:17:00;4;1;0
4045;7;01.05.2018 08:32:00;56;1;0
4045;8;01.08.2018 23:59:00;2;1;0
4045;10;01.09.2018 11:33:00;10;1;0
4045;9;01.09.2018 17:31:00;48;1;0
4045;18;01.10.2018 02:03:00;30;1;0
4045;11;22.02.2018 16:17:00;4;1;0
4046;7;01.05.2018 08:32:00;56;1;0
4046;8;01.08.2018 23:59:00;2;1;0
4046;10;01.09.2018 11:33:00;10;1;0
4046;9;01.09.2018 17:31:00;48;1;0
4046;18;01.10.2018 02:03:00;30;1;0
4046;11;22.02.2018 16:17:00;4;1;0
4047;7;01.05.2018 08:32:00;56;1;0
4047;8;01.08.2018 23:59:00;2;1;0
4047;10;01.09.2018 11:33:00;10;1;0
4047;9;01.09.2018 17:31:00;48;1;0
4047;18;01.10.2018 02:03:00;30;1;0
4047;11;22.02.2018 16:17:00;4;1;0
4048;7;01.05.2018 08:32:00;56;1;0
4048;8;01.08.2018 23:59:00;2;1;0
4048;10;01.09.2018 11:33:00;10;1;0
4048;9;01.09.2018 17:31:00;48;1;0
4048;9;01.09.2018 17:31:00;48;1;0
4048;9;01.09.2018 17:35:00;30;1;0
4048;9;01.09.2018 17:35:00;30;1;0
4048;18;01.10.2018 02:03:00;30;1;0
4048;11;22.02.2018 16:17:00;4;1;0
4049;7;01.05.2018 08:32:00;56;1;0
4049;8;01.08.2018 23:59:00;2;1;0
4049;10;01.09.2018 11:33:00;10;1;0
4049;9;01.09.2018 17:31:00;48;1;0
4049;18;01.10.2018 02:03:00;30;1;0
4049;8;25.01.2018 23:59:00;2;1;0
4049;9;29.01.2018 07:25:00;48;1;0
4049;10;31.01.2018 10:47:00;3;1;0
4049;11;22.02.2018 16:17:00;4;1;0
4050;7;01.05.2018 08:34:00;115;1;0
4050;8;27.02.2018 23:59:00;2;1;0
4050;9;03.01.2018 09:53:00;116;1;0
4050;10;03.10.2018 08:24:00;9;1;0
4050;11;05.09.2018 14:09:00;4;1;0
4051;7;01.05.2018 08:35:00;115;1;0
4051;9;18.01.2018 10:25:00;186;1;0
4052;8;29.12.2017 23:59:00;2;1;0
4052;7;01.05.2018 08:36:00;99;1;0
4052;9;16.01.2018 11:28:00;127;1;0
4052;10;19.01.2018 09:42:00;18;1;0
4052;11;25.01.2018 16:51:00;4;1;0
4053;8;29.12.2017 23:59:00;2;1;0
4053;7;01.05.2018 08:36:00;99;1;0
4053;9;16.01.2018 11:28:00;127;1;0
4053;10;19.01.2018 09:42:00;18;1;0
4053;11;25.01.2018 16:51:00;4;1;0
4054;7;01.05.2018 08:36:00;115;1;0
4054;8;24.01.2018 23:59:00;2;1;0
4054;10;25.01.2018 13:36:00;27;1;0
4054;9;26.01.2018 16:04:00;116;1;0
4054;18;26.01.2018 16:22:00;8;1;0
4054;11;04.05.2018 15:48:00;4;1;0
4055;7;01.05.2018 08:37:00;56;1;0
4055;9;01.09.2018 17:31:00;48;1;0
4055;8;01.10.2018 23:59:00;2;1;0
4055;10;01.12.2018 10:42:00;18;1;0
4055;11;29.03.2018 15:10:00;4;1;0
4056;7;01.05.2018 08:37:00;56;1;0
4056;9;01.09.2018 17:31:00;48;1;0
4056;8;01.10.2018 23:59:00;2;1;0
4056;10;01.12.2018 10:42:00;18;1;0
4056;11;29.03.2018 15:10:00;4;1;0
4057;7;01.05.2018 08:37:00;56;1;0
4057;9;01.09.2018 17:31:00;48;1;0
4057;8;01.10.2018 23:59:00;2;1;0
4057;10;01.12.2018 10:42:00;18;1;0
4057;11;29.03.2018 15:10:00;4;1;0
4058;7;01.05.2018 08:37:00;56;1;0
4058;9;01.09.2018 17:31:00;48;1;0
4058;8;01.10.2018 23:59:00;2;1;0
4058;10;01.12.2018 10:42:00;18;1;0
4058;11;29.03.2018 15:10:00;4;1;0
4059;7;01.05.2018 08:37:00;56;1;0
4059;9;01.09.2018 17:31:00;48;1;0
4059;8;01.10.2018 23:59:00;2;1;0
4059;10;01.12.2018 10:42:00;18;1;0
4059;11;29.03.2018 15:10:00;4;1;0
4060;7;01.05.2018 08:37:00;56;1;0
4060;8;15.01.2018 23:59:00;2;1;0
4060;9;17.01.2018 07:27:00;48;1;0
4060;10;17.01.2018 11:16:00;9;1;0
4060;11;29.03.2018 15:10:00;4;1;0
4061;7;01.05.2018 08:37:00;56;1;0
4061;9;01.09.2018 17:31:00;48;1;0
4061;8;01.10.2018 23:59:00;2;1;0
4061;10;01.12.2018 10:42:00;18;1;0
4061;11;29.03.2018 15:10:00;4;1;0
4062;7;01.05.2018 08:37:00;56;1;0
4062;9;01.09.2018 17:31:00;48;1;0
4062;8;01.10.2018 23:59:00;2;1;0
4062;10;01.12.2018 10:42:00;18;1;0
4062;11;29.03.2018 15:10:00;4;1;0
4063;7;01.05.2018 08:37:00;56;1;0
4063;9;01.09.2018 17:31:00;48;1;0
4063;8;01.10.2018 23:59:00;2;1;0
4063;10;01.12.2018 10:42:00;18;1;0
4063;11;29.03.2018 15:10:00;4;1;0
4064;7;01.05.2018 08:41:00;56;1;0
4064;8;01.10.2018 23:59:00;2;1;0
4064;9;01.11.2018 07:19:00;48;1;0
4064;10;01.12.2018 10:41:00;3;1;0
4064;11;03.01.2018 14:05:00;6;1;0
4065;7;01.05.2018 08:41:00;56;1;0
4065;8;01.10.2018 23:59:00;2;1;0
4065;9;01.11.2018 07:19:00;48;1;0
4065;10;01.12.2018 10:41:00;3;1;0
4065;11;03.01.2018 14:05:00;6;1;0
4066;7;01.05.2018 08:41:00;56;1;0
4066;8;01.10.2018 23:59:00;2;1;0
4066;9;01.11.2018 07:19:00;48;1;0
4066;10;01.12.2018 10:41:00;3;1;0
4066;11;03.01.2018 14:05:00;6;1;0
4067;7;01.05.2018 08:41:00;115;1;0
4067;8;29.01.2018 23:59:00;2;1;0
4067;9;30.01.2018 09:50:00;211;1;0
4067;10;27.02.2018 17:43:00;9;1;0
4067;11;22.03.2018 13:31:00;6;1;0
4068;7;01.05.2018 08:41:00;56;1;0
4068;9;01.12.2018 10:50:00;48;1;0
4068;8;01.12.2018 23:59:00;2;1;0
4068;10;15.01.2018 13:23:00;10;1;0
4068;11;03.08.2018 13:21:00;6;1;0
4069;7;01.05.2018 08:43:00;158;1;1
4069;9;01.05.2018 08:43:00;158;1;1
4069;10;07.09.2018 02:16:00;24;1;1
4070;7;01.05.2018 08:45:00;56;1;0
4070;8;01.05.2018 23:59:00;2;1;0
4070;10;01.08.2018 16:02:00;10;1;0
4070;9;01.08.2018 17:32:00;48;1;0
4070;18;01.09.2018 02:10:00;30;1;0
4070;11;03.08.2018 13:23:00;6;1;0
4071;7;01.05.2018 08:45:00;56;1;0
4071;8;01.05.2018 23:59:00;2;1;0
4071;10;01.08.2018 16:02:00;10;1;0
4071;9;01.08.2018 17:32:00;48;1;0
4071;18;01.09.2018 02:10:00;30;1;0
4071;11;03.08.2018 13:23:00;6;1;0
4072;7;01.05.2018 08:45:00;56;1;0
4072;8;01.05.2018 23:59:00;2;1;0
4072;10;01.08.2018 16:02:00;10;1;0
4072;9;01.08.2018 17:32:00;48;1;0
4072;18;01.09.2018 02:10:00;30;1;0
4072;11;03.08.2018 13:23:00;6;1;0
4073;7;01.05.2018 08:45:00;56;1;0
4073;8;01.05.2018 23:59:00;2;1;0
4073;10;01.08.2018 16:02:00;10;1;0
4073;9;01.08.2018 17:32:00;48;1;0
4073;18;01.09.2018 02:10:00;30;1;0
4073;11;03.08.2018 13:23:00;6;1;0
4074;7;01.05.2018 08:48:00;56;1;0
4074;8;01.09.2018 23:59:00;2;1;0
4074;9;01.10.2018 07:51:00;48;1;0
4074;10;01.10.2018 10:03:00;18;1;0
4074;11;02.01.2018 12:02:00;4;1;0
4075;7;01.05.2018 08:48:00;56;1;0
4075;8;01.09.2018 23:59:00;2;1;0
4075;9;01.10.2018 07:51:00;48;1;0
4075;10;01.10.2018 10:03:00;18;1;0
4075;11;02.01.2018 12:02:00;4;1;0
4076;7;01.05.2018 08:52:00;58;1;0
4076;9;01.08.2018 17:33:00;48;1;0
4076;8;01.08.2018 23:59:00;2;1;0
4076;10;01.09.2018 14:10:00;9;1;0
4076;8;01.10.2018 23:59:00;2;1;0
4076;9;01.12.2018 10:49:00;48;1;0
4076;10;17.01.2018 14:27:00;18;1;0
4076;11;02.01.2018 12:01:00;4;1;0
4077;7;01.05.2018 08:52:00;58;1;0
4077;9;01.08.2018 17:33:00;48;1;0
4077;8;01.08.2018 23:59:00;2;1;0
4077;10;01.09.2018 14:10:00;9;1;0
4077;11;02.01.2018 12:01:00;4;1;0
4078;7;01.05.2018 08:52:00;58;1;0
4078;9;01.08.2018 17:33:00;48;1;0
4078;8;01.08.2018 23:59:00;2;1;0
4078;10;01.09.2018 14:10:00;9;1;0
4078;11;02.01.2018 12:01:00;4;1;0
4079;7;01.05.2018 08:52:00;58;1;0
4079;9;01.08.2018 17:33:00;48;1;0
4079;10;07.10.2018 02:08:00;24;1;0
4080;7;01.05.2018 08:52:00;115;1;0
4080;9;15.01.2018 11:14:00;116;1;0
4080;8;13.02.2018 23:59:00;2;1;0
4080;10;14.02.2018 13:51:00;5;1;0
4080;11;05.09.2018 14:08:00;4;1;0
4081;7;01.05.2018 08:52:00;115;1;0
4081;8;18.01.2018 23:59:00;2;1;0
4081;9;19.01.2018 13:55:00;116;1;0
4081;10;02.05.2018 10:01:00;18;1;0
4081;11;29.03.2018 15:06:00;4;1;0
4082;7;01.05.2018 08:53:00;115;1;0
4082;9;26.01.2018 15:42:00;116;1;0
4082;8;29.01.2018 23:59:00;2;1;0
4082;10;30.01.2018 16:16:00;3;1;0
4082;11;29.03.2018 15:06:00;4;1;0
4083;7;01.05.2018 08:53:00;115;1;0
4083;8;16.01.2018 23:59:00;2;1;0
4083;9;17.01.2018 16:15:00;186;1;0
4083;10;22.01.2018 16:28:00;10;1;0
4083;11;29.03.2018 15:06:00;4;1;0
4084;7;01.05.2018 09:03:00;115;1;0
4084;29;01.05.2018 11:09:00;48;1;0
4084;8;15.01.2018 23:59:00;2;1;0
4084;9;18.01.2018 14:13:00;186;1;0
4084;10;03.06.2018 09:09:00;3;1;0
4084;11;29.03.2018 15:07:00;4;1;0
4085;7;01.05.2018 09:03:00;115;1;0
4085;29;01.05.2018 11:09:00;48;1;0
4085;8;15.01.2018 23:59:00;2;1;0
4085;9;18.01.2018 14:13:00;186;1;0
4085;10;03.06.2018 09:09:00;3;1;0
4085;11;29.03.2018 15:07:00;4;1;0
4086;7;01.05.2018 09:03:00;115;1;0
4086;29;01.05.2018 11:09:00;48;1;0
4086;8;15.01.2018 23:59:00;2;1;0
4086;9;18.01.2018 14:13:00;186;1;0
4086;10;03.06.2018 09:09:00;3;1;0
4086;11;29.03.2018 15:07:00;4;1;0
4087;7;01.05.2018 09:03:00;115;1;0
4087;29;01.05.2018 11:09:00;48;1;0
4087;8;15.01.2018 23:59:00;2;1;0
4087;9;18.01.2018 14:13:00;186;1;0
4087;10;03.06.2018 09:09:00;3;1;0
4087;11;29.03.2018 15:07:00;4;1;0
4088;7;01.05.2018 09:03:00;115;1;0
4088;29;01.05.2018 11:09:00;48;1;0
4088;8;17.01.2018 23:59:00;2;1;0
4088;9;18.01.2018 14:13:00;186;1;0
4088;10;23.01.2018 13:06:00;0;1;0
4088;11;29.03.2018 15:07:00;4;1;0
4089;7;01.05.2018 09:11:00;117;1;0
4089;8;01.12.2018 23:59:00;2;1;0
4089;9;15.01.2018 13:23:00;139;1;0
4089;10;27.02.2018 11:11:00;14;1;0
4089;11;05.09.2018 14:09:00;4;1;0
4090;7;01.05.2018 09:12:00;117;1;0
4090;8;19.01.2018 23:59:00;2;1;0
4090;9;22.01.2018 11:15:00;61;1;0
4090;10;26.01.2018 14:17:00;14;1;0
4090;11;05.09.2018 14:09:00;4;1;0
4091;7;01.05.2018 09:12:00;117;1;0
4091;8;19.01.2018 23:59:00;2;1;0
4091;9;22.01.2018 11:15:00;61;1;0
4091;10;26.01.2018 14:17:00;14;1;0
4091;11;05.09.2018 14:09:00;4;1;0
4092;7;01.05.2018 09:12:00;117;1;0
4092;8;19.01.2018 23:59:00;2;1;0
4092;9;22.01.2018 11:15:00;61;1;0
4092;10;26.01.2018 14:17:00;14;1;0
4092;11;05.09.2018 14:09:00;4;1;0
4093;7;01.05.2018 09:12:00;117;1;0
4093;8;19.01.2018 23:59:00;2;1;0
4093;9;22.01.2018 11:15:00;61;1;0
4093;10;26.01.2018 14:17:00;14;1;0
4093;11;05.09.2018 14:09:00;4;1;0
4094;7;01.05.2018 09:12:00;117;1;0
4094;8;19.01.2018 23:59:00;2;1;0
4094;9;22.01.2018 11:15:00;61;1;0
4094;10;26.01.2018 14:17:00;14;1;0
4094;11;05.09.2018 14:09:00;4;1;0
4095;7;01.05.2018 09:12:00;117;1;0
4095;8;19.01.2018 23:59:00;2;1;0
4095;9;22.01.2018 11:15:00;61;1;0
4095;10;26.01.2018 14:17:00;14;1;0
4095;11;05.09.2018 14:09:00;4;1;0
4096;7;01.05.2018 09:19:00;53;1;0
4096;8;01.10.2018 23:59:00;2;1;0
4096;10;01.11.2018 09:51:00;9;1;0
4096;9;15.01.2018 13:43:00;54;1;0
4096;18;15.01.2018 16:36:00;8;1;0
4096;11;29.03.2018 15:06:00;4;1;0
4097;7;01.05.2018 09:20:00;53;1;0
4097;9;22.01.2018 15:14:00;55;1;0
4097;8;22.01.2018 23:59:00;2;1;0
4097;10;02.01.2018 14:30:00;18;1;0
4097;11;29.03.2018 15:06:00;4;1;0
4098;7;01.05.2018 09:22:00;53;1;0
4098;9;20.02.2018 11:23:00;54;1;0
4099;7;01.05.2018 09:26:00;53;1;0
4099;9;18.01.2018 10:45:00;54;1;0
4099;8;22.01.2018 23:59:00;2;1;0
4099;10;31.01.2018 14:32:00;18;1;0
4099;18;02.06.2018 14:47:00;8;1;0
4099;11;22.02.2018 16:15:00;4;1;0
4100;7;01.05.2018 09:26:00;53;1;0
4100;9;18.01.2018 10:45:00;54;1;0
4100;8;22.01.2018 23:59:00;2;1;0
4100;10;31.01.2018 14:32:00;18;1;0
4100;18;02.06.2018 14:47:00;8;1;0
4100;11;22.02.2018 16:15:00;4;1;0
4101;7;01.05.2018 09:27:00;219;1;0
4101;9;15.01.2018 10:55:00;98;1;0
4101;8;15.01.2018 23:59:00;2;1;0
4101;10;02.08.2018 13:56:00;9;1;0
4101;11;03.08.2018 13:22:00;6;1;0
4102;7;01.05.2018 09:27:00;219;1;0
4102;9;15.01.2018 10:54:00;98;1;0
4102;8;15.01.2018 23:59:00;2;1;0
4102;10;02.08.2018 13:56:00;9;1;0
4102;11;03.08.2018 13:22:00;6;1;0
4103;7;01.05.2018 09:30:00;129;1;0
4103;8;02.09.2018 23:59:00;2;1;0
4103;10;02.10.2018 06:09:00;9;1;0
4103;9;02.12.2018 15:39:00;98;1;0
4103;23;19.02.2018 11:37:00;129;1;0
4103;18;16.03.2018 17:05:00;8;1;0
4103;11;04.05.2018 15:48:00;4;1;0
4104;7;01.05.2018 09:30:00;129;1;0
4104;8;20.02.2018 23:59:00;2;1;0
4104;9;21.02.2018 08:20:00;98;1;0
4104;10;27.02.2018 17:09:00;14;1;0
4104;11;04.05.2018 15:49:00;4;1;0
4105;7;01.05.2018 09:30:00;129;1;0
4105;9;03.06.2018 14:35:00;98;1;0
4105;8;03.06.2018 23:59:00;2;1;0
4105;10;03.10.2018 10:30:00;15;1;0
4105;11;05.09.2018 14:10:00;4;1;0
4106;7;01.05.2018 09:30:00;129;1;0
4106;8;18.01.2018 23:59:00;2;1;0
4106;9;22.01.2018 12:42:00;98;1;0
4106;10;29.01.2018 10:31:00;18;1;0
4106;11;03.08.2018 13:20:00;6;1;0
4107;7;01.05.2018 09:30:00;78;1;0
4107;8;25.01.2018 23:59:00;2;1;0
4107;10;26.01.2018 17:00:00;14;1;0
4107;9;29.01.2018 13:25:00;79;1;0
4107;18;29.01.2018 17:11:00;8;1;0
4107;9;31.01.2018 16:52:00;79;1;0
4107;8;31.01.2018 23:59:00;2;1;0
4107;10;02.05.2018 10:37:00;14;1;0
4107;11;05.09.2018 14:09:00;4;1;0
4107;11;06.07.2018 13:10:00;4;1;0
4108;7;01.05.2018 09:30:00;78;1;0
4108;8;25.01.2018 23:59:00;2;1;0
4108;10;26.01.2018 17:00:00;14;1;0
4108;9;29.01.2018 13:28:00;79;1;0
4108;18;29.01.2018 17:11:00;8;1;0
4108;11;05.09.2018 14:09:00;4;1;0
4109;7;01.05.2018 09:30:00;78;1;0
4109;8;02.02.2018 23:59:00;2;1;0
4109;10;02.05.2018 17:27:00;14;1;0
4109;9;02.05.2018 19:09:00;79;1;0
4109;18;02.06.2018 01:56:00;30;1;0
4109;11;06.07.2018 13:10:00;4;1;0
4110;7;01.05.2018 09:30:00;78;1;0
4110;8;25.01.2018 23:59:00;2;1;0
4110;10;26.01.2018 17:00:00;14;1;0
4110;9;29.01.2018 13:28:00;79;1;0
4110;18;29.01.2018 17:11:00;8;1;0
4110;11;05.09.2018 14:09:00;4;1;0
4111;7;01.05.2018 09:30:00;78;1;0
4111;8;02.06.2018 23:59:00;2;1;0
4111;9;02.07.2018 19:40:00;79;1;0
4111;10;02.10.2018 11:53:00;8;1;0
4111;11;06.07.2018 13:10:00;4;1;0
4112;7;01.05.2018 09:30:00;78;1;0
4112;8;02.08.2018 23:59:00;2;1;0
4112;10;02.09.2018 14:21:00;5;1;0
4112;9;02.12.2018 18:21:00;79;1;0
4112;18;13.02.2018 02:21:00;30;1;0
4112;11;06.07.2018 13:10:00;4;1;0
4113;7;01.05.2018 09:30:00;78;1;0
4113;9;31.01.2018 16:52:00;79;1;0
4113;8;31.01.2018 23:59:00;2;1;0
4113;10;02.05.2018 10:37:00;14;1;0
4113;11;06.07.2018 13:10:00;4;1;0
4114;7;01.05.2018 09:30:00;78;1;0
4114;8;25.01.2018 23:59:00;2;1;0
4114;10;26.01.2018 17:00:00;14;1;0
4114;9;29.01.2018 13:28:00;79;1;0
4114;18;29.01.2018 17:11:00;8;1;0
4114;11;05.09.2018 14:09:00;4;1;0
4115;7;01.05.2018 09:30:00;78;1;0
4115;8;25.01.2018 23:59:00;2;1;0
4115;10;26.01.2018 17:00:00;14;1;0
4115;9;29.01.2018 13:28:00;79;1;0
4115;18;29.01.2018 17:11:00;8;1;0
4115;11;05.09.2018 14:09:00;4;1;0
4116;7;01.05.2018 09:30:00;78;1;0
4116;8;25.01.2018 23:59:00;2;1;0
4116;10;26.01.2018 17:00:00;14;1;0
4116;9;29.01.2018 13:28:00;79;1;0
4116;18;29.01.2018 17:11:00;8;1;0
4116;11;05.09.2018 14:09:00;4;1;0
4117;7;01.05.2018 09:33:00;78;1;0
4117;9;30.01.2018 13:48:00;79;1;0
4117;8;31.01.2018 23:59:00;2;1;0
4117;10;02.10.2018 07:09:00;0;1;0
4117;11;24.05.2018 13:33:00;4;1;0
4118;7;01.05.2018 09:33:00;78;1;0
4118;9;23.01.2018 13:56:00;79;1;0
4118;8;31.01.2018 23:59:00;2;1;0
4118;10;02.10.2018 07:09:00;0;1;0
4118;11;24.05.2018 13:33:00;4;1;0
4119;7;01.05.2018 09:33:00;78;1;0
4119;9;26.01.2018 09:48:00;79;1;0
4119;8;31.01.2018 23:59:00;2;1;0
4119;10;02.10.2018 07:09:00;0;1;0
4119;11;24.05.2018 13:33:00;4;1;0
4120;7;01.05.2018 09:33:00;78;1;0
4120;9;26.01.2018 09:48:00;79;1;0
4120;8;31.01.2018 23:59:00;2;1;0
4120;10;02.10.2018 07:09:00;0;1;0
4120;11;24.05.2018 13:33:00;4;1;0
4121;7;01.05.2018 09:33:00;78;1;0
4121;9;30.01.2018 13:48:00;79;1;0
4121;8;31.01.2018 23:59:00;2;1;0
4121;10;02.10.2018 07:09:00;0;1;0
4121;11;24.05.2018 13:33:00;4;1;0
4122;7;01.05.2018 09:33:00;78;1;0
4122;9;26.01.2018 09:48:00;79;1;0
4122;8;31.01.2018 23:59:00;2;1;0
4122;10;02.10.2018 07:09:00;0;1;0
4122;11;24.05.2018 13:33:00;4;1;0
4123;7;01.05.2018 09:33:00;78;1;0
4123;9;26.01.2018 09:48:00;79;1;0
4123;8;31.01.2018 23:59:00;2;1;0
4123;10;02.10.2018 07:09:00;0;1;0
4123;11;24.05.2018 13:33:00;4;1;0
4124;7;01.05.2018 09:33:00;78;1;0
4124;9;30.01.2018 13:48:00;79;1;0
4124;8;31.01.2018 23:59:00;2;1;0
4124;10;02.10.2018 07:09:00;0;1;0
4124;11;24.05.2018 13:33:00;4;1;0
4125;7;01.05.2018 09:33:00;78;1;0
4125;9;30.01.2018 13:48:00;79;1;0
4125;8;31.01.2018 23:59:00;2;1;0
4125;10;02.10.2018 07:09:00;0;1;0
4125;11;24.05.2018 13:33:00;4;1;0
4126;7;01.05.2018 09:33:00;78;1;0
4126;9;30.01.2018 13:48:00;79;1;0
4126;8;31.01.2018 23:59:00;2;1;0
4126;10;02.10.2018 07:09:00;0;1;0
4126;11;24.05.2018 13:33:00;4;1;0
4127;7;01.05.2018 09:33:00;78;1;0
4127;9;30.01.2018 13:48:00;79;1;0
4127;8;31.01.2018 23:59:00;2;1;0
4127;10;02.10.2018 07:09:00;0;1;0
4127;11;24.05.2018 13:33:00;4;1;0
4128;7;01.05.2018 09:33:00;78;1;0
4128;9;30.01.2018 13:48:00;79;1;0
4128;8;31.01.2018 23:59:00;2;1;0
4128;10;02.10.2018 07:09:00;0;1;0
4128;11;24.05.2018 13:33:00;4;1;0
4128;10;20.08.2018 02:21:00;24;1;0
4129;7;01.05.2018 09:33:00;78;1;0
4129;9;30.01.2018 13:48:00;79;1;0
4129;8;31.01.2018 23:59:00;2;1;0
4129;10;02.10.2018 07:09:00;0;1;0
4129;11;24.05.2018 13:33:00;4;1;0
4130;7;01.05.2018 09:33:00;78;1;0
4130;9;30.01.2018 13:48:00;79;1;0
4130;8;31.01.2018 23:59:00;2;1;0
4130;10;02.10.2018 07:09:00;0;1;0
4130;11;24.05.2018 13:33:00;4;1;0
4131;7;01.05.2018 09:36:00;53;1;0
4131;8;25.01.2018 23:59:00;2;1;0
4131;9;30.01.2018 10:56:00;54;1;0
4131;10;02.01.2018 10:31:00;14;1;0
4131;11;29.03.2018 15:06:00;4;1;0
4132;7;01.05.2018 09:40:00;80;1;0
4132;29;01.08.2018 11:13:00;84;1;0
4132;8;17.01.2018 23:59:00;2;1;0
4132;10;22.01.2018 13:36:00;5;1;0
4132;9;23.01.2018 13:25:00;49;1;0
4132;18;23.01.2018 17:03:00;8;1;0
4132;10;15.03.2018 14:28:00;5;1;0
4132;11;29.03.2018 15:07:00;4;1;0
4132;11;29.03.2018 15:09:00;4;1;0
4133;7;01.05.2018 09:42:00;80;1;0
4133;29;01.08.2018 11:14:00;84;1;0
4133;31;01.09.2018 10:40:00;48;1;0
4133;8;22.01.2018 23:59:00;2;1;0
4133;10;24.01.2018 12:31:00;3;1;0
4133;9;31.01.2018 07:51:00;49;1;0
4133;18;31.01.2018 16:42:00;8;1;0
4133;11;29.03.2018 15:09:00;4;1;0
