case;event;time;case Document Type;case GR-Based Inv. Verif.;event org:resource
8934;17;23.01.2018-12:06:00;1;0;90
8934;14;24.01.2018-10:20:00;1;0;52
8934;1;29.01.2018-15:08:00;1;0;118
8934;6;29.01.2018-15:26:00;1;0;118
8934;1;29.01.2018-15:33:00;1;0;118
8934;17;31.01.2018-09:24:00;1;0;90
8934;2;01.02.2018-11:17:00;1;0;24
8934;9;05.02.2018-18:05:00;1;0;6
8934;1;20.02.2018-12:02:00;1;0;118
8934;3;08.03.2018-13:21:00;1;0;4
8934;2;14.03.2018-14:30:00;1;0;7
8934;9;15.03.2018-17:33:00;1;0;6
8934;17;21.03.2018-11:06:00;1;0;203
8934;8;21.03.2018-11:06:00;1;0;203
8934;1;21.03.2018-11:31:00;1;0;118
8934;3;05.04.2018-15:48:00;1;0;2
8935;0;12.01.2018-10:06:00;1;0;90
8935;14;16.01.2018-10:03:00;1;0;93
8935;1;29.01.2018-15:08:00;1;0;118
8935;2;01.02.2018-11:17:00;1;0;24
8935;9;05.02.2018-18:05:00;1;0;6
8935;3;08.03.2018-13:21:00;1;0;4
8936;0;12.01.2018-10:06:00;1;0;90
8936;14;12.01.2018-10:17:00;1;0;90
8936;1;02.02.2018-11:28:00;1;0;89
8936;2;22.02.2018-17:43:00;1;0;12
8936;9;15.03.2018-17:43:00;1;0;6
8936;3;26.04.2018-11:12:00;1;0;2
8937;0;12.01.2018-10:06:00;1;0;90
8937;1;13.02.2018-14:43:00;1;0;89
8937;2;22.02.2018-14:20:00;1;0;12
8937;9;15.03.2018-17:36:00;1;0;6
8937;3;26.04.2018-11:12:00;1;0;2
8938;0;12.01.2018-10:06:00;1;0;90
8938;1;09.03.2018-11:02:00;1;0;89
8938;2;28.03.2018-12:07:00;1;0;12
8938;7;17.08.2018-15:27:00;1;0;15
8938;2;17.08.2018-15:32:00;1;0;15
8938;9;30.10.2018-11:57:00;1;0;15
8938;3;01.11.2018-16:26:00;1;0;2
8938;3;05.11.2018-14:30:00;1;0;206
8939;0;12.01.2018-10:06:00;1;0;90
8939;17;30.01.2018-16:40:00;1;0;90
8939;1;08.02.2018-11:44:00;1;0;89
8939;2;02.05.2018-10:07:00;1;0;1
8939;9;07.05.2018-17:44:00;1;0;6
8939;3;09.05.2018-14:09:00;1;0;2
8940;0;12.01.2018-10:06:00;1;0;90
8940;1;16.02.2018-13:15:00;1;0;89
8940;2;09.03.2018-11:04:00;1;0;13
8940;9;15.03.2018-17:33:00;1;0;6
8940;3;09.05.2018-14:09:00;1;0;2
8941;0;12.01.2018-10:06:00;1;0;90
8941;17;15.01.2018-16:58:00;1;0;90
8941;1;19.02.2018-11:45:00;1;0;89
8941;2;27.02.2018-17:06:00;1;0;8
8941;3;09.05.2018-14:09:00;1;0;2
8942;0;12.01.2018-10:06:00;1;0;90
8942;17;12.02.2018-11:49:00;1;0;90
8942;1;14.02.2018-13:36:00;1;0;89
8942;2;02.05.2018-10:07:00;1;0;1
8942;9;07.05.2018-17:44:00;1;0;6
8942;3;09.05.2018-14:09:00;1;0;2
8943;0;12.01.2018-10:06:00;1;0;90
8943;1;14.02.2018-13:35:00;1;0;89
8943;2;02.05.2018-10:07:00;1;0;1
8943;9;07.05.2018-17:44:00;1;0;6
8943;3;09.05.2018-14:09:00;1;0;2
8944;0;12.01.2018-10:06:00;1;0;90
8944;1;14.02.2018-13:36:00;1;0;89
8944;2;02.05.2018-10:07:00;1;0;1
8944;9;07.05.2018-17:44:00;1;0;6
8944;3;09.05.2018-14:09:00;1;0;2
8945;0;12.01.2018-10:06:00;1;0;90
8945;1;14.02.2018-13:43:00;1;0;118
8945;2;14.03.2018-15:35:00;1;0;7
8945;3;05.04.2018-15:48:00;1;0;2
8946;0;12.01.2018-10:06:00;1;0;90
8946;1;25.01.2018-14:57:00;1;0;118
8946;2;21.02.2018-15:28:00;1;0;1
8946;3;08.03.2018-13:21:00;1;0;4
8947;0;12.01.2018-10:06:00;1;0;90
8947;15;16.01.2018-15:26:00;1;0;90
8948;0;12.01.2018-10:15:00;1;0;91
8948;2;24.01.2018-10:22:00;1;0;16
8948;1;24.01.2018-16:50:00;1;0;162
8948;3;26.04.2018-11:14:00;1;0;2
8949;0;12.01.2018-10:15:00;1;0;91
8949;1;18.01.2018-10:37:00;1;0;162
8949;2;24.01.2018-11:19:00;1;0;16
8949;3;26.04.2018-11:14:00;1;0;2
8950;0;12.01.2018-10:15:00;1;0;91
8950;2;24.01.2018-10:22:00;1;0;16
8950;1;24.01.2018-16:50:00;1;0;162
8950;3;26.04.2018-11:14:00;1;0;2
8951;0;12.01.2018-10:15:00;1;0;91
8951;2;24.01.2018-10:22:00;1;0;16
8951;1;24.01.2018-16:50:00;1;0;162
8951;3;26.04.2018-11:14:00;1;0;2
8952;0;12.01.2018-10:15:00;1;0;91
8952;1;18.01.2018-10:37:00;1;0;162
8952;2;24.01.2018-11:19:00;1;0;16
8952;3;26.04.2018-11:14:00;1;0;2
8953;0;12.01.2018-10:15:00;1;0;91
8953;2;24.01.2018-10:22:00;1;0;16
8953;1;24.01.2018-16:50:00;1;0;162
8953;3;26.04.2018-11:14:00;1;0;2
8954;0;12.01.2018-10:15:00;1;0;91
8954;2;24.01.2018-10:22:00;1;0;16
8954;1;24.01.2018-16:50:00;1;0;162
8954;3;26.04.2018-11:14:00;1;0;2
8955;0;12.01.2018-10:15:00;1;0;91
8955;2;24.01.2018-10:22:00;1;0;16
8955;1;24.01.2018-16:50:00;1;0;162
8955;3;26.04.2018-11:14:00;1;0;2
8956;0;12.01.2018-10:15:00;1;0;91
8956;2;24.01.2018-10:22:00;1;0;16
8956;1;24.01.2018-16:50:00;1;0;162
8956;3;26.04.2018-11:14:00;1;0;2
8957;0;12.01.2018-10:16:00;1;0;95
8957;17;21.02.2018-09:50:00;1;0;95
8957;2;08.03.2018-11:08:00;1;0;12
8957;3;26.04.2018-11:13:00;1;0;2
8958;0;12.01.2018-10:16:00;1;0;95
8958;17;13.03.2018-17:02:00;1;0;95
8958;2;22.03.2018-13:07:00;1;0;12
8958;3;24.05.2018-13:34:00;1;0;2
8959;0;12.01.2018-10:16:00;1;0;95
8959;17;14.02.2018-09:24:00;1;0;95
8959;2;16.02.2018-07:36:00;1;0;3
8959;3;26.04.2018-11:13:00;1;0;2
8960;0;12.01.2018-10:16:00;1;0;95
8960;17;19.02.2018-11:21:00;1;0;95
8960;3;26.04.2018-11:13:00;1;0;2
8961;0;12.01.2018-10:17:00;1;0;46
8961;1;18.01.2018-10:45:00;1;0;47
8961;2;01.02.2018-17:13:00;1;0;8
8961;3;22.02.2018-16:15:00;1;0;2
8962;0;12.01.2018-10:20:00;1;0;91
8962;1;18.01.2018-10:37:00;1;0;162
8962;2;24.01.2018-11:22:00;1;0;16
8962;3;26.04.2018-11:14:00;1;0;2
8963;0;12.01.2018-10:20:00;1;0;91
8963;1;18.01.2018-10:37:00;1;0;162
8963;2;24.01.2018-11:22:00;1;0;16
8963;3;26.04.2018-11:14:00;1;0;2
8964;0;12.01.2018-10:20:00;1;0;91
8964;1;18.01.2018-10:37:00;1;0;162
8964;2;24.01.2018-11:22:00;1;0;16
8964;3;26.04.2018-11:14:00;1;0;2
8965;0;12.01.2018-10:23:00;1;0;46
8965;1;08.02.2018-13:18:00;1;0;47
8965;9;20.02.2018-16:55:00;1;0;6
8965;3;24.05.2018-13:34:00;1;0;2
8966;0;12.01.2018-10:23:00;1;0;46
8966;1;08.02.2018-13:18:00;1;0;47
8966;9;20.02.2018-16:55:00;1;0;6
8966;3;24.05.2018-13:34:00;1;0;2
8967;0;12.01.2018-10:23:00;1;0;264
8967;2;26.02.2018-10:06:00;1;0;12
8967;3;26.04.2018-11:14:00;1;0;2
8968;28;12.01.2018-00:00:00;1;1;91
8968;0;12.01.2018-10:27:00;1;1;91
8968;1;18.01.2018-09:32:00;1;1;92
8968;3;08.03.2018-13:22:00;1;1;4
8969;0;12.01.2018-10:38:00;1;0;116
8969;1;25.01.2018-12:44:00;1;0;89
8969;9;05.02.2018-18:06:00;1;0;6
8969;3;22.02.2018-16:15:00;1;0;2
8970;0;12.01.2018-10:38:00;1;0;116
8970;1;25.01.2018-12:45:00;1;0;89
8970;9;05.02.2018-18:06:00;1;0;6
8970;3;22.02.2018-16:15:00;1;0;2
8971;0;12.01.2018-10:38:00;1;0;116
8971;1;25.01.2018-12:45:00;1;0;89
8971;9;05.02.2018-18:06:00;1;0;6
8971;3;22.02.2018-16:15:00;1;0;2
8972;0;12.01.2018-10:38:00;1;0;116
8972;1;25.01.2018-12:46:00;1;0;89
8972;9;05.02.2018-18:06:00;1;0;6
8972;3;22.02.2018-16:15:00;1;0;2
8973;0;12.01.2018-10:38:00;1;0;116
8973;1;25.01.2018-12:47:00;1;0;89
8973;9;05.02.2018-18:06:00;1;0;6
8973;3;22.02.2018-16:15:00;1;0;2
8974;0;12.01.2018-10:38:00;1;0;116
8974;1;25.01.2018-13:00:00;1;0;89
8974;9;05.02.2018-18:06:00;1;0;6
8974;3;22.02.2018-16:15:00;1;0;2
8975;0;12.01.2018-10:38:00;1;0;116
8975;1;25.01.2018-13:01:00;1;0;89
8975;9;05.02.2018-18:06:00;1;0;6
8975;3;22.02.2018-16:15:00;1;0;2
8976;0;12.01.2018-10:38:00;1;0;116
8976;1;25.01.2018-13:02:00;1;0;89
8976;9;05.02.2018-18:06:00;1;0;6
8976;3;22.02.2018-16:15:00;1;0;2
8977;0;12.01.2018-10:38:00;1;0;116
8977;1;25.01.2018-13:02:00;1;0;89
8977;9;05.02.2018-18:06:00;1;0;6
8977;3;22.02.2018-16:15:00;1;0;2
8978;0;12.01.2018-10:38:00;1;0;116
8978;1;25.01.2018-13:03:00;1;0;89
8978;9;05.02.2018-18:06:00;1;0;6
8978;3;22.02.2018-16:15:00;1;0;2
8979;0;12.01.2018-10:38:00;1;0;116
8979;1;25.01.2018-13:03:00;1;0;89
8979;9;05.02.2018-18:06:00;1;0;6
8979;3;22.02.2018-16:15:00;1;0;2
8980;0;12.01.2018-10:38:00;1;0;116
8980;1;25.01.2018-13:04:00;1;0;89
8980;9;05.02.2018-18:06:00;1;0;6
8980;3;22.02.2018-16:15:00;1;0;2
8981;0;12.01.2018-10:38:00;1;0;116
8981;1;25.01.2018-13:04:00;1;0;89
8981;9;05.02.2018-18:06:00;1;0;6
8981;3;22.02.2018-16:15:00;1;0;2
8982;0;12.01.2018-10:38:00;1;0;116
8982;1;25.01.2018-13:05:00;1;0;89
8982;9;05.02.2018-18:06:00;1;0;6
8982;3;22.02.2018-16:15:00;1;0;2
8983;0;12.01.2018-10:38:00;1;0;116
8983;1;25.01.2018-13:05:00;1;0;89
8983;9;05.02.2018-18:06:00;1;0;6
8983;3;22.02.2018-16:15:00;1;0;2
8984;0;12.01.2018-10:38:00;1;0;116
8984;1;25.01.2018-13:06:00;1;0;89
8984;9;05.02.2018-18:06:00;1;0;6
8984;3;22.02.2018-16:15:00;1;0;2
8985;0;12.01.2018-10:38:00;1;0;116
8985;1;25.01.2018-13:06:00;1;0;89
8985;9;05.02.2018-18:06:00;1;0;6
8985;3;22.02.2018-16:15:00;1;0;2
8986;0;12.01.2018-10:38:00;1;0;116
8986;1;25.01.2018-13:07:00;1;0;89
8986;9;05.02.2018-18:06:00;1;0;6
8986;3;22.02.2018-16:15:00;1;0;2
8987;0;12.01.2018-10:38:00;1;0;116
8987;1;25.01.2018-13:07:00;1;0;89
8987;9;05.02.2018-18:06:00;1;0;6
8987;3;22.02.2018-16:15:00;1;0;2
8988;0;12.01.2018-10:38:00;1;0;116
8988;1;25.01.2018-13:08:00;1;0;89
8988;9;05.02.2018-18:06:00;1;0;6
8988;3;22.02.2018-16:15:00;1;0;2
8989;0;12.01.2018-10:40:00;1;0;116
8989;1;25.01.2018-13:08:00;1;0;89
8989;2;31.01.2018-09:14:00;1;0;1
8989;9;05.02.2018-18:06:00;1;0;6
8989;3;22.02.2018-16:15:00;1;0;2
8990;0;12.01.2018-10:41:00;1;0;116
8990;1;31.01.2018-12:23:00;1;0;89
8990;2;08.03.2018-15:42:00;1;0;1
8990;3;29.03.2018-15:09:00;1;0;2
8991;0;12.01.2018-10:42:00;1;0;46
8991;17;09.02.2018-09:58:00;1;0;70
8991;1;09.02.2018-10:13:00;1;0;47
8991;2;12.02.2018-13:52:00;1;0;7
8991;9;20.02.2018-16:55:00;1;0;6
8991;3;05.04.2018-15:50:00;1;0;2
8992;0;12.01.2018-10:44:00;1;0;116
8992;1;30.01.2018-08:42:00;1;0;89
8993;0;12.01.2018-10:44:00;1;0;116
8993;1;30.01.2018-08:41:00;1;0;89
8994;0;12.01.2018-10:46:00;2;1;76
8995;0;12.01.2018-10:50:00;1;0;177
8995;1;01.02.2018-13:15:00;1;0;178
8995;2;09.05.2018-09:35:00;1;0;20
8995;3;24.05.2018-13:34:00;1;0;2
8996;0;12.01.2018-10:50:00;1;0;177
8996;1;01.02.2018-13:15:00;1;0;178
8996;2;04.05.2018-11:53:00;1;0;1
8996;3;24.05.2018-13:34:00;1;0;2
8997;0;12.01.2018-10:50:00;1;0;177
8997;1;01.02.2018-13:15:00;1;0;178
8997;2;09.05.2018-09:35:00;1;0;20
8997;3;24.05.2018-13:34:00;1;0;2
8998;0;12.01.2018-10:50:00;1;0;177
8998;1;01.02.2018-13:15:00;1;0;178
8998;2;09.05.2018-09:37:00;1;0;20
8998;3;24.05.2018-13:34:00;1;0;2
8999;0;12.01.2018-10:51:00;1;0;58
8999;1;17.01.2018-13:26:00;1;0;60
8999;2;07.03.2018-12:54:00;1;0;13
8999;3;29.03.2018-15:08:00;1;0;2
9000;0;12.01.2018-10:51:00;1;0;58
9000;1;17.01.2018-13:33:00;1;0;60
9000;2;07.03.2018-12:54:00;1;0;13
9000;3;29.03.2018-15:08:00;1;0;2
9001;0;12.01.2018-10:51:00;1;0;58
9001;1;17.01.2018-13:41:00;1;0;60
9001;2;07.03.2018-12:54:00;1;0;13
9001;3;29.03.2018-15:08:00;1;0;2
9002;0;12.01.2018-10:51:00;1;0;58
9002;1;17.01.2018-13:19:00;1;0;60
9002;2;07.03.2018-12:54:00;1;0;13
9002;3;29.03.2018-15:08:00;1;0;2
9003;0;12.01.2018-10:51:00;1;0;58
9003;1;17.01.2018-13:31:00;1;0;60
9003;2;07.03.2018-12:54:00;1;0;13
9003;3;29.03.2018-15:08:00;1;0;2
9004;0;12.01.2018-10:51:00;1;0;58
9004;1;17.01.2018-13:14:00;1;0;60
9004;2;07.03.2018-12:54:00;1;0;13
9004;3;29.03.2018-15:08:00;1;0;2
9005;0;12.01.2018-10:51:00;1;0;58
9005;1;17.01.2018-13:29:00;1;0;60
9005;2;07.03.2018-12:54:00;1;0;13
9005;3;29.03.2018-15:08:00;1;0;2
9006;0;12.01.2018-10:51:00;1;0;58
9006;1;17.01.2018-13:17:00;1;0;60
9006;2;07.03.2018-12:54:00;1;0;13
9006;3;29.03.2018-15:08:00;1;0;2
9007;0;12.01.2018-10:51:00;1;0;58
9007;1;17.01.2018-13:37:00;1;0;60
9007;2;07.03.2018-12:54:00;1;0;13
9007;3;29.03.2018-15:08:00;1;0;2
9008;0;12.01.2018-10:52:00;1;0;76
9008;21;12.01.2018-11:33:00;1;0;42
9008;1;16.01.2018-16:00:00;1;0;69
9008;2;19.01.2018-16:01:00;1;0;24
9008;3;22.02.2018-16:17:00;1;0;2
9009;0;12.01.2018-10:53:00;1;0;177
9009;14;15.01.2018-13:13:00;1;0;82
9009;1;20.02.2018-08:32:00;1;0;178
9009;3;09.05.2018-14:10:00;1;0;2
9010;0;12.01.2018-10:53:00;1;0;177
9010;14;15.01.2018-08:22:00;1;0;82
9010;1;06.02.2018-08:13:00;1;0;178
9010;2;20.02.2018-17:29:00;1;0;12
9010;3;09.05.2018-14:10:00;1;0;2
9011;0;12.01.2018-10:53:00;1;0;177
9011;14;15.01.2018-08:50:00;1;0;82
9011;1;06.02.2018-08:13:00;1;0;178
9011;2;20.02.2018-17:29:00;1;0;12
9011;3;09.05.2018-14:10:00;1;0;2
9012;0;12.01.2018-10:53:00;1;0;177
9012;17;30.05.2018-13:33:00;1;0;177
9012;1;30.05.2018-13:35:00;1;0;178
9012;2;04.07.2018-15:18:00;1;0;13
9012;3;19.07.2018-13:16:00;1;0;2
9013;0;12.01.2018-10:56:00;1;0;174
9013;2;03.04.2018-17:59:00;1;0;1
9013;9;12.04.2018-10:54:00;1;0;6
9013;3;12.04.2018-14:08:00;1;0;2
9014;0;12.01.2018-10:56:00;1;0;174
9014;2;03.04.2018-17:59:00;1;0;1
9014;9;12.04.2018-10:54:00;1;0;6
9014;3;12.04.2018-14:08:00;1;0;2
9015;0;12.01.2018-10:59:00;1;0;157
9015;1;07.03.2018-12:39:00;1;0;57
9016;0;12.01.2018-11:00:00;1;0;87
9016;2;26.01.2018-17:37:00;1;0;12
9016;1;29.01.2018-09:55:00;1;0;118
9016;17;16.02.2018-16:04:00;1;0;87
9016;7;20.12.2018-14:20:00;1;0;33
9016;3;03.01.2019-16:10:00;1;0;4
9017;0;12.01.2018-11:00:00;1;0;87
9017;1;26.01.2018-10:36:00;1;0;118
9017;2;26.01.2018-17:37:00;1;0;12
9017;3;03.01.2019-16:10:00;1;0;4
9018;0;12.01.2018-11:00:00;1;0;87
9018;1;26.01.2018-10:36:00;1;0;118
9018;2;26.01.2018-17:37:00;1;0;12
9018;3;03.01.2019-16:10:00;1;0;4
9019;0;12.01.2018-11:00:00;1;0;87
9019;1;30.01.2018-14:20:00;1;0;118
9019;2;01.02.2018-15:37:00;1;0;1
9019;9;22.02.2018-17:32:00;1;0;6
9019;3;09.05.2018-14:09:00;1;0;2
9020;0;12.01.2018-11:00:00;1;0;87
9020;1;02.02.2018-11:09:00;1;0;118
9020;2;05.02.2018-11:16:00;1;0;12
9020;9;22.02.2018-17:31:00;1;0;6
9020;3;07.06.2018-13:10:00;1;0;2
9021;0;12.01.2018-11:00:00;1;0;87
9021;1;02.02.2018-11:36:00;1;0;118
9021;2;05.02.2018-17:23:00;1;0;12
9021;9;22.02.2018-17:30:00;1;0;6
9021;3;07.06.2018-13:10:00;1;0;2
9022;0;12.01.2018-11:00:00;1;0;87
9022;1;30.01.2018-14:18:00;1;0;118
9022;2;01.02.2018-15:37:00;1;0;1
9022;9;22.02.2018-17:32:00;1;0;6
9022;3;09.05.2018-14:09:00;1;0;2
9023;0;12.01.2018-11:00:00;1;0;87
9023;1;12.02.2018-14:51:00;1;0;118
9023;2;19.02.2018-08:57:00;1;0;7
9023;3;07.06.2018-13:10:00;1;0;2
9024;0;12.01.2018-11:00:00;1;0;87
9024;1;30.01.2018-14:18:00;1;0;118
9024;2;01.02.2018-15:37:00;1;0;1
9024;9;22.02.2018-17:32:00;1;0;6
9024;3;09.05.2018-14:09:00;1;0;2
9025;0;12.01.2018-11:00:00;1;0;87
9025;1;21.02.2018-10:41:00;1;0;118
9025;9;15.03.2018-17:30:00;1;0;6
9025;3;07.06.2018-13:10:00;1;0;2
9026;0;12.01.2018-11:00:00;1;0;87
9026;2;26.01.2018-17:37:00;1;0;12
9026;1;29.01.2018-09:55:00;1;0;118
9026;17;16.02.2018-15:46:00;1;0;87
9026;3;03.01.2019-16:10:00;1;0;4
9027;0;12.01.2018-11:00:00;1;0;87
9027;1;26.01.2018-10:36:00;1;0;118
9027;2;26.01.2018-17:37:00;1;0;12
9027;3;03.01.2019-16:10:00;1;0;4
9028;0;12.01.2018-11:00:00;1;0;87
9028;1;26.01.2018-10:36:00;1;0;118
9028;2;26.01.2018-17:37:00;1;0;12
9028;3;03.01.2019-16:10:00;1;0;4
9029;0;12.01.2018-11:00:00;1;0;87
9029;1;26.01.2018-10:36:00;1;0;118
9029;2;02.02.2018-12:06:00;1;0;1
9029;9;27.03.2018-17:34:00;1;0;6
9029;3;09.05.2018-14:09:00;1;0;2
9030;0;12.01.2018-11:00:00;1;0;87
9030;1;26.01.2018-10:36:00;1;0;118
9030;2;02.02.2018-12:06:00;1;0;1
9030;9;27.03.2018-17:34:00;1;0;6
9030;3;09.05.2018-14:09:00;1;0;2
9031;0;12.01.2018-11:00:00;1;0;87
9031;1;26.01.2018-10:36:00;1;0;118
9031;2;02.02.2018-12:06:00;1;0;1
9031;9;27.03.2018-17:34:00;1;0;6
9031;3;09.05.2018-14:09:00;1;0;2
9032;0;12.01.2018-11:00:00;1;0;87
9032;1;30.01.2018-14:18:00;1;0;118
9032;2;01.02.2018-15:37:00;1;0;1
9032;9;22.02.2018-17:32:00;1;0;6
9032;3;09.05.2018-14:09:00;1;0;2
9033;0;12.01.2018-11:00:00;1;0;87
9033;1;26.01.2018-10:36:00;1;0;118
9033;2;02.02.2018-12:06:00;1;0;1
9033;9;27.03.2018-17:34:00;1;0;6
9033;3;09.05.2018-14:09:00;1;0;2
9034;0;12.01.2018-11:00:00;1;0;87
9034;1;26.01.2018-10:36:00;1;0;118
9034;2;02.02.2018-12:06:00;1;0;1
9034;9;27.03.2018-17:34:00;1;0;6
9034;3;09.05.2018-14:09:00;1;0;2
9035;0;12.01.2018-11:00:00;1;0;87
9035;1;26.01.2018-10:36:00;1;0;118
9035;2;02.02.2018-12:06:00;1;0;1
9035;9;27.03.2018-17:34:00;1;0;6
9035;3;09.05.2018-14:09:00;1;0;2
9036;0;12.01.2018-11:05:00;1;0;222
9036;17;12.01.2018-11:06:00;1;0;222
9036;1;22.01.2018-09:21:00;1;0;115
9037;0;12.01.2018-11:07:00;1;0;106
9037;1;06.03.2018-13:32:00;1;0;107
9037;2;23.03.2018-16:23:00;1;0;7
9037;3;07.06.2018-13:10:00;1;0;2
9038;0;12.01.2018-11:08:00;1;0;177
9038;1;14.02.2018-15:09:00;1;0;178
9038;2;24.02.2018-10:46:00;1;0;6
9038;3;05.04.2018-15:49:00;1;0;2
9039;0;12.01.2018-11:08:00;1;0;177
9039;1;19.02.2018-15:10:00;1;0;178
9039;3;05.04.2018-15:49:00;1;0;2
9040;0;12.01.2018-11:08:00;1;0;177
9040;1;26.02.2018-15:09:00;1;0;178
9040;2;14.03.2018-14:26:00;1;0;1
9040;3;05.04.2018-15:49:00;1;0;2
9041;0;12.01.2018-11:09:00;1;0;120
9041;1;22.01.2018-11:17:00;1;0;89
9041;2;29.01.2018-08:59:00;1;0;16
9041;3;08.03.2018-13:21:00;1;0;4
9042;0;12.01.2018-11:09:00;1;0;120
9042;1;22.01.2018-11:11:00;1;0;89
9042;2;29.01.2018-08:59:00;1;0;16
9042;3;08.03.2018-13:21:00;1;0;4
9043;0;12.01.2018-11:12:00;1;0;204
9043;1;12.01.2018-11:14:00;1;0;204
9043;2;02.02.2018-12:31:00;1;0;1
9043;3;22.02.2018-16:19:00;1;0;2
9044;0;12.01.2018-11:14:00;1;0;72
9044;21;12.01.2018-12:47:00;1;0;42
9044;1;09.02.2018-07:39:00;1;0;43
9044;7;23.03.2018-06:22:00;1;0;15
9044;9;23.03.2018-09:47:00;1;0;6
9044;3;29.03.2018-15:08:00;1;0;2
9044;3;13.04.2018-10:37:00;1;0;2
9045;0;12.01.2018-11:18:00;1;0;111
9045;2;15.02.2018-11:24:00;1;0;12
9045;1;16.02.2018-08:34:00;1;0;200
9045;14;16.02.2018-11:26:00;1;0;93
9045;1;19.02.2018-15:16:00;1;0;137
9045;2;24.02.2018-10:17:00;1;0;3
9045;3;29.03.2018-15:08:00;1;0;2
9046;0;12.01.2018-11:18:00;1;0;111
9046;1;19.02.2018-15:16:00;1;0;137
9046;2;24.02.2018-10:28:00;1;0;3
9046;14;26.02.2018-14:33:00;1;0;93
9046;9;26.02.2018-16:29:00;1;0;6
9046;3;29.03.2018-15:08:00;1;0;2
9047;0;12.01.2018-11:20:00;1;0;222
9047;1;18.01.2018-09:01:00;1;0;115
9048;0;12.01.2018-11:22:00;1;0;87
9048;1;23.01.2018-15:22:00;1;0;118
9048;3;09.05.2018-14:09:00;1;0;2
9049;0;12.01.2018-11:22:00;1;0;87
9049;1;26.01.2018-08:42:00;1;0;118
9049;2;26.01.2018-17:09:00;1;0;12
9049;3;09.05.2018-14:09:00;1;0;2
9050;0;12.01.2018-11:22:00;1;0;87
9050;1;26.01.2018-08:42:00;1;0;118
9050;2;26.01.2018-17:09:00;1;0;12
9050;3;09.05.2018-14:09:00;1;0;2
9051;0;12.01.2018-11:22:00;1;0;87
9051;1;26.01.2018-08:42:00;1;0;118
9051;2;26.01.2018-17:09:00;1;0;12
9051;3;09.05.2018-14:09:00;1;0;2
9052;0;12.01.2018-11:22:00;1;0;87
9052;1;26.01.2018-08:42:00;1;0;118
9052;2;26.01.2018-17:09:00;1;0;12
9052;3;09.05.2018-14:09:00;1;0;2
9053;0;12.01.2018-11:22:00;1;0;87
9053;1;26.01.2018-08:42:00;1;0;118
9053;2;26.01.2018-17:09:00;1;0;12
9053;3;09.05.2018-14:09:00;1;0;2
9054;0;12.01.2018-11:22:00;1;0;87
9054;1;26.01.2018-08:42:00;1;0;118
9054;2;26.01.2018-17:09:00;1;0;12
9054;3;09.05.2018-14:09:00;1;0;2
9055;0;12.01.2018-11:22:00;1;0;87
9055;1;26.01.2018-08:42:00;1;0;118
9055;2;26.01.2018-17:09:00;1;0;12
9055;3;09.05.2018-14:09:00;1;0;2
9056;0;12.01.2018-11:22:00;1;0;87
9056;1;26.01.2018-08:42:00;1;0;118
9056;2;26.01.2018-17:09:00;1;0;12
9056;3;09.05.2018-14:09:00;1;0;2
9057;0;12.01.2018-11:22:00;1;0;87
9057;2;18.01.2018-16:19:00;1;0;24
9057;1;19.01.2018-08:48:00;1;0;118
9057;9;19.01.2018-16:25:00;1;0;6
9057;3;09.05.2018-14:09:00;1;0;2
9058;0;12.01.2018-11:22:00;1;0;87
9058;1;26.01.2018-08:42:00;1;0;118
9058;2;26.01.2018-17:09:00;1;0;12
9058;3;09.05.2018-14:09:00;1;0;2
9059;0;12.01.2018-11:22:00;1;0;87
9059;1;26.01.2018-08:42:00;1;0;118
9059;2;26.01.2018-17:43:00;1;0;12
9059;3;09.05.2018-14:09:00;1;0;2
9060;0;12.01.2018-11:22:00;1;0;87
9060;1;26.01.2018-08:42:00;1;0;118
9060;2;26.01.2018-17:09:00;1;0;12
9060;3;09.05.2018-14:09:00;1;0;2
9061;0;12.01.2018-11:22:00;1;0;87
9061;1;24.01.2018-08:55:00;1;0;118
9061;3;29.03.2018-15:07:00;1;0;2
9062;0;12.01.2018-11:23:00;1;0;87
9062;1;30.01.2018-14:02:00;1;0;118
9062;2;01.02.2018-13:29:00;1;0;24
9062;9;22.02.2018-17:33:00;1;0;6
9062;3;09.05.2018-14:09:00;1;0;2
9063;0;12.01.2018-11:23:00;1;0;87
9063;1;30.01.2018-14:02:00;1;0;118
9063;2;01.02.2018-13:29:00;1;0;24
9063;9;22.02.2018-17:33:00;1;0;6
9063;3;09.05.2018-14:09:00;1;0;2
9064;0;12.01.2018-11:23:00;1;0;87
9064;1;30.01.2018-14:02:00;1;0;118
9064;2;01.02.2018-13:29:00;1;0;24
9064;9;22.02.2018-17:33:00;1;0;6
9064;3;09.05.2018-14:09:00;1;0;2
9065;0;12.01.2018-11:23:00;1;0;87
9065;1;30.01.2018-14:02:00;1;0;118
9065;2;05.02.2018-10:11:00;1;0;12
9065;3;09.05.2018-14:09:00;1;0;2
9066;0;12.01.2018-11:23:00;1;0;87
9066;1;30.01.2018-14:02:00;1;0;118
9066;2;05.02.2018-10:11:00;1;0;12
9066;3;09.05.2018-14:09:00;1;0;2
9067;0;12.01.2018-11:23:00;1;0;87
9067;1;30.01.2018-14:02:00;1;0;118
9067;2;05.02.2018-10:11:00;1;0;12
9067;3;09.05.2018-14:09:00;1;0;2
9068;0;12.01.2018-11:23:00;1;0;87
